step,price,realized_pnl,forced_exit,exit_reason
3873,107731.671875,256.7668459086146,False,
3876,106900.953125,172.29074391912673,True,stop_loss
3877,106988.5390625,172.29074391912673,False,
3878,107070.796875,172.29074391912673,False,
3879,107612.6875,172.29074391912673,False,
3880,107020.953125,172.29074391912673,False,
3881,107744.7109375,172.29074391912673,False,
3885,105973.6171875,48.58277649437355,True,stop_loss
3886,105894.3125,48.58277649437355,False,
3887,105890.703125,48.58277649437355,False,
3888,105671.7265625,48.58277649437355,False,
3889,103797.8125,-62.65762250783126,True,stop_loss
3890,103773.6484375,-62.65762250783126,False,
3891,103641.2109375,-62.65762250783126,False,
3892,104277.21875,-62.65762250783126,False,
3893,104404.5234375,-62.65762250783126,False,
3894,104002.25,-62.65762250783126,False,
3965,106386.0,135.34244118176082,True,take_profit
3966,106559.9765625,135.34244118176082,False,
3967,106586.0078125,135.34244118176082,False,
3968,107061.796875,135.34244118176082,False,
3969,107180.0,135.34244118176082,False,
3970,106945.859375,135.34244118176082,False,
3979,108255.9609375,246.85739312318702,True,take_profit
3980,108652.0,246.85739312318702,False,
3981,108782.6796875,246.85739312318702,False,
3982,108513.1015625,246.85739312318702,False,
3983,107700.0078125,191.96153111448515,True,stop_loss
3984,106794.53125,191.96153111448515,False,
3985,107238.6328125,191.96153111448515,False,
3986,107173.5078125,191.96153111448515,False,
3987,107482.390625,191.96153111448515,False,
3988,107590.40625,191.96153111448515,False,
3996,105641.46875,42.250015422523205,True,stop_loss
3997,105507.0,42.250015422523205,False,
3998,105349.2734375,42.250015422523205,False,
3999,104847.328125,42.250015422523205,False,
4000,104241.6328125,-15.21921616933907,True,stop_loss
4001,103630.671875,-15.21921616933907,False,
4002,103814.0078125,-15.21921616933907,False,
4003,104414.84375,-15.21921616933907,False,
4004,104686.1171875,-15.21921616933907,False,
4005,104362.390625,-15.21921616933907,False,
4064,105811.7421875,118.32113315430709,True,take_profit
4065,105959.6796875,118.32113315430709,False,
4066,105940.578125,118.32113315430709,False,
4067,105958.8671875,118.32113315430709,False,
4068,105977.8203125,118.32113315430709,False,
4069,105982.890625,118.32113315430709,False,
4071,103940.0078125,-67.26614138420265,True,stop_loss
4072,104217.9921875,-67.26614138420265,False,
4073,103670.609375,-67.26614138420265,False,
4074,103279.2578125,-94.0284221883184,True,stop_loss
4075,103165.453125,-94.0284221883184,False,
4076,103307.21875,-94.0284221883184,False,
4077,103693.5,-94.0284221883184,False,
4078,103532.0,-94.0284221883184,False,
4079,103107.109375,-94.0284221883184,False,
4100,102245.1015625,-200.24796739151452,True,stop_loss
4101,102782.078125,-200.24796739151452,False,
4102,101455.609375,-224.99382201298562,True,stop_loss
4103,101772.9609375,-224.99382201298562,False,
4104,102120.0078125,-224.99382201298562,False,
4105,102852.0,-224.99382201298562,False,
4106,102387.0,-224.99382201298562,False,
4107,102347.640625,-224.99382201298562,False,
4118,100865.65625,-357.69274740808385,True,stop_loss
4119,99628.28125,-357.69274740808385,False,
4120,98906.2109375,-357.69274740808385,False,
4121,99667.171875,-357.69274740808385,False,
4122,99480.0,-357.69274740808385,False,
4123,99437.421875,-357.69274740808385,False,
4142,102354.140625,-109.12296793411684,True,take_profit
4143,101624.390625,-109.12296793411684,False,
4144,101420.703125,-109.12296793411684,False,
4145,100692.1015625,-109.12296793411684,False,
4146,102484.0234375,-109.12296793411684,False,
4147,102933.78125,-109.12296793411684,False,
4151,105538.1875,208.9937812726484,True,take_profit
4152,105333.9296875,208.9937812726484,False,
4153,105132.59375,208.9937812726484,False,
4154,105450.7578125,208.9937812726484,False,
4155,104753.796875,208.9937812726484,False,
4156,104919.6015625,208.9937812726484,False,
4284,108477.109375,496.11959014955363,True,take_profit
4285,108189.8828125,496.11959014955363,False,
4286,108051.5234375,496.11959014955363,False,
4287,107948.078125,496.11959014955363,False,
4288,107750.71875,473.8076289269068,True,stop_loss
4289,107552.03125,473.8076289269068,False,
4290,107544.4375,473.8076289269068,False,
4291,107640.0078125,473.8076289269068,False,
4292,107406.8125,473.8076289269068,False,
4293,107359.7890625,473.8076289269068,False,
