step,price,realized_pnl,forced_exit,exit_reason
2081,82198.4296875,0.0,False,
2083,82343.640625,0.4104463235738742,False,
2086,82518.7421875,0.4104463235738742,False,
2087,82389.75,0.4104463235738742,False,
2088,82648.5390625,2.2441202621612852,False,
2089,82799.7265625,8.61196721781073,False,
2090,82941.1328125,11.800298804217558,False,
2091,83330.0,11.800298804217558,False,
2092,83088.8125,10.413159002534707,False,
2097,83378.09375,10.413159002534707,False,
2098,83502.3203125,10.939338983923554,False,
2100,83111.7578125,10.939338983923554,False,
2101,83072.7578125,8.160053702336498,False,
2102,82678.421875,7.488910350622542,False,
2115,81922.296875,7.488910350622542,False,
2116,81530.0,7.488910350622542,False,
2117,81846.0078125,12.414437337889336,False,
2118,82166.9921875,12.414437337889336,False,
2119,82052.828125,12.414437337889336,False,
2120,81933.5078125,12.414437337889336,False,
2121,81899.1484375,12.414437337889336,False,
2122,81455.578125,12.414437337889336,False,
2123,82174.15625,12.414437337889336,False,
2131,83291.421875,20.326302133083963,False,
2132,82462.2734375,20.326302133083963,False,
2133,82431.3203125,20.326302133083963,False,
2134,82563.9921875,30.349902718629735,False,
2135,82409.9921875,30.349902718629735,False,
2136,82550.0078125,39.05654771764796,False,
2137,82651.1015625,53.49787889452075,False,
2138,82704.203125,58.13885035905103,False,
2139,83100.0,66.821595126998,False,
2140,82962.84375,66.821595126998,False,
2141,83060.0,89.79353171863899,False,
2142,83006.671875,89.79353171863899,False,
2143,83454.7578125,116.7633988321439,False,
2144,83445.5,125.03812890906141,False,
2151,84195.921875,125.03812890906141,False,
2152,85280.8671875,132.13380199378395,False,
2156,84972.0078125,132.13380199378395,False,
2157,85231.28125,133.00169733652118,False,
2169,84677.0390625,133.00169733652118,False,
2170,85019.6171875,133.43573628959032,False,
2188,83483.96875,133.43573628959032,False,
2189,83558.796875,133.34098062523472,False,
2190,83343.75,133.34098062523472,False,
2191,83058.6484375,133.34098062523472,False,
2192,83456.75,133.34098062523472,False,
2193,83679.9921875,133.34098062523472,False,
2194,83483.046875,133.34098062523472,False,
2195,83220.0078125,133.34098062523472,False,
2196,83096.0078125,133.34098062523472,False,
2197,81949.0625,-44.457999354306764,True,stop_loss
2199,81532.0,-44.457999354306764,False,
2200,82039.3125,-44.457999354306764,False,
2201,81830.5625,-44.457999354306764,False,
2202,81830.0078125,-44.457999354306764,False,
2203,82109.453125,-44.457999354306764,False,
2204,82008.703125,-44.457999354306764,False,
2212,82818.5234375,-29.180183006107654,False,
2213,82720.3203125,-29.180183006107654,False,
2214,83200.0,-20.82541584482656,False,
2215,83054.71875,3.054838771342517,False,
2216,83992.8515625,175.2583381941601,True,take_profit
2217,84415.9921875,175.2583381941601,False,
2218,84571.3828125,175.5033382910851,False,
2219,82567.03125,135.82187387442917,True,stop_loss
2224,82860.0,135.82187387442917,False,
2225,83392.703125,137.37444515246705,False,
2239,83477.296875,137.37444515246705,False,
2240,83525.34375,136.9387716851694,False,
2241,83519.9609375,136.4538503274374,False,
2247,82914.671875,136.4538503274374,False,
2248,82618.2578125,134.16448188774126,False,
2255,83188.40625,134.16448188774126,False,
2256,83537.9921875,134.16448188774126,False,
2257,83527.21875,134.28514650825434,False,
2258,83428.96875,134.28514650825434,False,
2259,83300.0078125,134.28514650825434,False,
2260,83344.140625,134.28514650825434,False,
2261,83499.9921875,134.91802599825843,False,
2262,83450.0078125,134.91464515097468,False,
2264,83024.9609375,134.91464515097468,False,
2265,83034.2578125,127.66431111365985,False,
2266,83075.1484375,127.66431111365985,False,
2267,82870.25,127.66431111365985,False,
2268,82855.9921875,125.32318757112627,False,
2269,82697.9921875,113.3684628877975,False,
2270,82306.0078125,56.494597734368774,True,stop_loss
2271,82667.0703125,56.494597734368774,False,
2272,82548.359375,56.494597734368774,False,
2273,81970.0,41.03791072397202,True,stop_loss
2274,80808.8125,41.03791072397202,False,
2275,79107.296875,28.134752615046775,True,stop_loss
2276,79614.3515625,28.134752615046775,False,
2277,78867.9921875,28.134752615046775,False,
2278,78950.609375,21.925159855802896,False,
2279,78063.65625,-11.794981605733277,True,stop_loss
2281,78327.8671875,-11.794981605733277,False,
2282,79142.0078125,-6.805272430481424,False,
2283,78447.421875,-6.805272430481424,False,
2284,77707.7734375,-6.805272430481424,False,
2285,76989.921875,-85.59116612249427,True,stop_loss
2286,76942.8203125,-85.59116612249427,False,
2287,74810.0078125,-134.5249910713634,True,stop_loss
2288,75126.0078125,-134.5249910713634,False,
2289,76266.890625,-134.5249910713634,False,
2290,76274.5625,-134.5249910713634,False,
2291,76983.6015625,-134.5249910713634,False,
2292,76685.6171875,-134.5249910713634,False,
2293,77335.890625,-134.5249910713634,False,
2294,78365.46875,-11.182194769042226,True,take_profit
2295,79033.109375,-11.182194769042226,False,
2296,78479.8984375,-11.182194769042226,False,
2297,77434.0078125,-11.182194769042226,False,
2298,79074.5,-11.182194769042226,False,
2300,78130.4375,-11.182194769042226,False,
2302,79239.421875,2.8743281484844,False,
2303,79956.46875,6.95163552487678,False,
2322,77349.9921875,6.95163552487678,False,
2324,76854.046875,6.95163552487678,False,
2325,77133.40625,4.648503177681688,False,
2326,77100.0,4.648503177681688,False,
2327,76731.2109375,4.648503177681688,False,
2328,76322.421875,-10.1727287536667,False,
2329,76522.0703125,-10.1727287536667,False,
2330,76070.53125,-10.1727287536667,False,
2331,75674.4375,-53.301896742641574,True,stop_loss
2332,75073.328125,-53.301896742641574,False,
2333,76416.34375,-53.301896742641574,False,
2334,76734.828125,-53.301896742641574,False,
2335,76829.0234375,-53.301896742641574,False,
2336,77694.1171875,-53.301896742641574,False,
2337,77304.3515625,-53.301896742641574,False,
2338,77478.2578125,-53.301896742641574,False,
2339,77190.0,-53.301896742641574,False,
2340,76230.0078125,-53.301896742641574,False,
2341,76760.859375,-53.301896742641574,False,
2342,77698.1171875,-53.301896742641574,False,
2343,76870.0,-53.301896742641574,False,
2344,77258.0,-50.50984841617218,False,
2345,78267.6796875,110.72865262748056,True,take_profit
2346,82202.15625,110.72865262748056,False,
2347,81788.3671875,110.72865262748056,False,
2348,82332.078125,110.72865262748056,False,
2349,83204.0,110.72865262748056,False,
2350,83284.2890625,136.91875195153415,False,
2351,83056.828125,142.8390629254432,False,
2365,81710.4609375,142.8390629254432,False,
2366,80874.359375,140.35416897224985,False,
2367,81272.1875,137.7903211526151,False,
2368,78757.0,137.7903211526151,False,
2369,79453.8203125,138.90677052943224,False,
2376,79607.296875,138.90677052943224,False,
2377,79043.4765625,123.78844495391309,False,
2379,80302.046875,123.78844495391309,False,
2380,80842.9921875,123.78844495391309,False,
2381,80888.1484375,123.78844495391309,False,
2382,80816.0,123.78844495391309,False,
2383,81102.0,131.47848383956762,False,
2384,81266.7578125,135.31840375465765,False,
2385,81631.890625,135.31840375465765,False,
2386,82450.0,135.31840375465765,False,
2387,82706.859375,143.72172966076252,False,
2388,82129.671875,144.81105086087692,False,
2389,82115.5234375,154.8360118505289,False,
2390,82930.671875,290.66477506127933,True,take_profit
2391,81898.0,290.66477506127933,False,
2392,82521.7421875,304.0349955144814,False,
2393,82792.4609375,304.0349955144814,False,
2394,83930.0,304.0349955144814,False,
2395,83607.9921875,306.69655426897464,False,
2396,83858.28125,308.77776357886853,False,
2397,83848.0,310.97379808830505,False,
2398,83674.0078125,315.20216947052137,False,
2409,83604.7734375,315.20216947052137,False,
2410,83550.0,315.0289391261089,False,
2411,83420.4375,315.0289391261089,False,
2412,83528.296875,315.0289391261089,False,
2413,83829.859375,316.5030810752139,False,
2415,84827.75,316.5030810752139,False,
