total_return,annualized_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown,final_capital,peak_capital,minimum_capital,number_of_trades,number_of_closing_trades,win_rate,average_win,average_loss,profit_factor,expectancy,checkpoint
-0.01539882848549734,-0.021852017489122244,-0.021852017489122244,0.008746053269911248,-2.5218163899344246,-0.01940540204622967,-1.3217681731269157,0.01653241312160421,0.01205155542557414,4077,9846.011715145027,10002.774276425009,9837.404279724995,191,93,0.3870967741935484,1.98621873835778,3.096709900068148,0.40509249509869605,-1.1291246206774663,200000
