step_return,reward_return,drawdown_penalty,overtrade_penalty,total_reward
-0.00012692205806724816,-0.012691524312658842,1.2692205806724817e-05,0.006347689032554627,-0.019051905551020192
0.00046351426643766506,0.04631826049824987,0.0,0.010000000000000002,0.03631826049824987
-0.001157354379627812,-0.11522144486591877,0.00011573543796278121,0.004785129800438881,-0.12012231010432044
-0.00013309399280435965,-0.013308613459968711,0.00012902943355166973,0.010000000000000002,-0.023437642893520384
0.0024755122884598827,0.24261540438298623,0.0,0.002496885135769844,0.2401185192472164
0.0025410410042645787,0.24877268215895246,0.0,0.003289327025413513,0.24548335513353894
0.0033972947065325993,0.32723585602721333,0.0,0.010000000000000004,0.3172358560272133
-0.005924543833544115,-0.5316585298247991,0.0005924543833544115,0.0030786457548673653,-0.5353296299630209
0.0032712756348135938,0.3159374083269544,0.00026726490146205785,0.0,0.3156701434254923
0.0020305037512183665,0.20030508882204087,6.475720872520893e-05,0.0,0.20024033161331567
-0.0010152644363526434,-0.10117904395213109,0.0001662179066694571,0.0,-0.10134526185880055
0.0034854129797163218,0.3350812581127724,0.0,0.0,0.3350812581127724
-0.0005044591845592629,-0.050403170534677924,5.044591845592629e-05,0.0,-0.05045361645313385
-0.0001201923076924672,-0.012018652029018053,6.245908601382014e-05,0.0,-0.012081111115031873
0.002680704561846519,0.26182847966375816,0.0,0.0,0.26182847966375816
0.0013710016938491259,0.13624757995483153,0.0,0.0,0.13624757995483153
-0.0007178597807997608,-0.07166292192317332,7.178597807997609e-05,0.0,-0.0717347079012533
0.003955217662129286,0.3761107065989576,0.0,0.05,0.32611070659895763
-0.00019995002498743658,-0.019992338256642955,1.9995002498743658e-05,0.010000000000000002,-0.0300123332591417
0.0006203827614999869,0.06195880859694206,0.0,0.010000000000000002,0.05195880859694206
0.0008773577088799336,0.08751134459626564,0.0,0.009999999999999998,0.07751134459626564
0.0027495389280041927,0.2682283926015178,0.0,0.010000000000000004,0.2582283926015178
-0.0016772972752540042,-0.16617430077932213,0.00016772972752540042,0.00878756418824196,-0.17512959469508949
-0.003982212389897667,-0.37842595764495857,0.0005652830311160613,0.0012082617786446537,-0.3801995024547193
0.015382589352713832,0.911827341853595,0.0,0.05,0.861827341853595
-0.00019995002498757872,-0.019992338256657163,1.9995002498757875e-05,0.010000000000000002,-0.03001233325915592
-0.0003858596290771307,-0.03856682439402038,5.857325014222338e-05,0.010000000000000002,-0.048625397644162606
0.0011363626385321895,0.11314964128898551,0.0,0.009276108443737033,0.10387353284524847
0.0034003360955304498,0.3275073996944897,0.0,0.00864505097270012,0.3188623487217896
0.005851207454742644,0.5263773271541398,0.0,0.010000000000000004,0.5163773271541398
-0.00918272474018831,-0.7250791437454615,0.0009182724740188311,0.0020752818389999763,-0.7280726980584803
-0.0017405578776819464,-0.17231913224564166,0.0010907299553985137,0.0,-0.17340986220104018
0.0023005888674098285,0.2260842298219781,0.0008631803898502711,0.0,0.2252210494321278
-0.0020273438155982444,-0.2000017544048713,0.001064164807984987,0.0,-0.2010659192128563
-0.0024012077076956753,-0.23560981932795572,0.0013017302980153625,0.0,-0.23691154962597108
0.001663072460723571,0.16479077347954774,0.001137587923752924,0.0,0.1636531855557948
-0.0007922888737664992,-0.0790635236116968,0.0012159155128746535,0.0,-0.08027943912457146
0.0006659264649561707,0.06649438397447248,0.0011501325766982103,0.0,0.06534425139777426
0.004948428230402657,0.4580516541860838,0.0006609811021691839,0.0,0.4573906730839146
-0.0042180103115777795,-0.3984466183810759,0.001079994108222254,0.0,-0.39952661248929816
-0.008191922121428285,-0.6746299717379599,0.0018903390927389246,0.0,-0.6765203108306989
0.003855536529910688,0.3675207551316022,0.0015120737111738289,0.0,0.36600868142042836
-0.0017087467990122404,-0.16923080132472482,0.0016803646399612142,0.0,-0.17091116596468603
0.001848048849044757,0.18272936339339052,0.0014986651509955942,0.0,0.18123069824239493
0.007695211519191826,0.6466509225036596,0.0007406765444097642,0.0,0.6459102459592498
-0.017176159052794047,-0.9375753130603199,0.002445570471555713,0.0,-0.9400208835318756
-0.011494991749561543,-0.8175880975535219,0.0035669578341183633,0.05,-0.8711550553876403
-0.00019995002498754514,-0.019992338256653804,0.003586239623309056,0.010000000000000002,-0.033578577879962865
-0.0002782160747361038,-0.027814431332686247,0.0036130634812716065,0.01,-0.041427494813957855
0.00034385173856300914,0.03437162860474113,0.003579920665574879,0.010000000000000002,0.02079170793916625
0.002332979643634366,0.22915548514053327,0.0033549745832500547,0.009999999999999998,0.21580051055728322
-0.0019043461356872554,-0.18816546566397643,0.0035390201639358392,0.010000000000000004,-0.20170448582791228
-0.002474066390041511,-0.24247932064948616,0.0037776710320987176,0.0,-0.24625699168158488
0.0009754794946893596,0.0972397134674537,0.0036838081232592763,0.0,0.09355590534419443
0.0033681817532504005,0.32463384028826037,0.003359397683237473,0.0,0.3212744426050229
0.0031713322803518336,0.30691247542563804,0.00305291822151768,0.0,0.3038595572041204
-0.0010577623193875063,-0.10538349314650645,0.003155465191597538,0.0,-0.108538958338104
-0.0027565259691408922,-0.2688767058128598,0.0034224196667662684,0.0,-0.27229912547962604
0.0024958715897194787,0.24453054648583347,0.0031813744278086998,0.0,0.24134917205802478
-0.002280648281771755,-0.22419124482875794,0.0034021836598634204,0.0,-0.22759342848862135
-0.0031923445882378,-0.30881455078166836,0.0037105571760924446,0.0,-0.3125251079577608
-0.003111917309976203,-0.3015208710387827,0.004010201959984127,0.0,-0.30553107299876686
0.0010048342056136895,0.1001465899303205,0.003913748127523569,0.0,0.09623284180279693
0.00137668032220229,0.13680485814698234,0.003781468075336557,0.0,0.1330233900716458
0.00031115179741464437,0.031105142195772394,0.0037515295061836002,0.0,0.027353612689588795
-0.0013978446514597061,-0.13888107658105697,0.0038860699158745587,0.0,-0.14276714649693154
-0.006883650284835748,-0.5969306391786677,0.004547684598074832,0.0,-0.6014783237767426
0.005603664803708082,0.5082492956576677,0.00401280181782462,0.0,0.5042364938398431
0.003629266076991545,0.34778926088792445,0.003664438735636587,0.0,0.34412482215228785
-0.008011027230314535,-0.664652801939109,0.004436185540173036,0.0,-0.669088987479282
0.006348221889254013,0.5613637303735721,0.0038295252413985538,0.0,0.5575342051321736
-0.0008544925050285965,-0.08524188476669878,0.00391170219128482,0.0,-0.0891535869579836
0.0009229121924268907,0.09203007359055543,0.0038230211296876107,0.0,0.08820705246086782
-0.0017276339311094377,-0.1710648351655281,0.003989179741775558,0.0,-0.17505401490730366
0.0030949859180931637,0.29998087860111317,0.00369202760509178,0.0,0.29628885099602137
0.0021111955704783835,0.20803785171191147,0.0034887026403698953,0.0,0.20454914907154156
-0.0024718507832310207,-0.24227077569876013,0.003727264166338939,0.0,-0.24599803986509908
-0.0011474860635893056,-0.11424760400640388,0.0038377357890116794,0.0,-0.11808533979541556
0.001396775079169076,0.13877618078029,0.0037034187348052986,0.0,0.1350727620454847
-0.0015529208002041464,-0.1540556831277039,0.0038529596988405683,0.0,-0.15790864282654446
0.0013497916353246776,0.13416534858409557,0.003723181228080839,0.0,0.13044216735601472
0.0008051085230796623,0.0803373451198538,0.0036456679407125708,0.0,0.07669167717914123
0.001313322199827521,0.13058231399065093,0.003519123657369556,0.0,0.12706319033328137
-0.0005227322794914226,-0.052225667900925664,0.003569557325787469,0.0,-0.05579522522671313
0.00014860958316859538,0.01485986440878031,0.003555226837896891,0.0,0.01130463757088342
-0.0007245956595033076,-0.07233301808517772,0.0036251103019119325,0.0,-0.07595812838708965
-0.0006254655996701761,-0.062465125177425966,0.0036853894800900943,0.0,-0.06615051465751606
0.0016385265987391934,0.16240188252915602,0.003527575428906016,0.0,0.15887430710025
0.0006354832863357441,0.06346292227943966,0.0034662688154988,0.0,0.059996653463940855
-0.0020656286664352754,-0.2036742673985973,0.0036656716579114624,0.0,-0.20733993905650874
-8.142730378057823e-05,-0.008142550417474886,0.003673515902529872,0.0,-0.011816066320004759
-0.0007607302193911976,-0.07592661332913163,0.003746794369910523,0.0,-0.07967340769904215
-0.0019138549023422556,-0.18908251100358855,0.003931009039371827,0.0,-0.19301352004296038
0.0012126002924785822,0.12066916860056334,0.003814515752834847,0.0,0.1168546528477285
0.0003793436426129328,0.03791617867668875,0.003778028400874038,0.0,0.03413815027581471
0.0011626689128962531,0.1157458104695024,0.0036661541057581484,0.0,0.11207965636374426
-1.7022738045759274e-05,-0.001702272160331078,0.003667793971581747,0.0010368768125772476,-0.006406942944490073
-0.0008059363382638447,-0.08041959181181772,0.0037454315969651683,0.001035861670832522,-0.08520088507961542
-0.0026957580329765333,-0.26323007549328004,0.004004910622948338,0.0,-0.26723498611622837
0.0007883725518662449,0.07867432749935549,0.0039292307293695245,0.0,0.07474509676998596
-0.0005889305057353814,-0.05882505685335629,0.003985809736102464,0.0,-0.06281086658945875
-0.001481304631785947,-0.14705643150954362,0.004128036000857553,0.002132866531610489,-0.15331733404201167
0.001857623807533971,0.18365472624984278,0.003949941958057705,0.002130825070881248,0.17757395922090383
0.000677789575275706,0.06767535601587056,0.003884840230012251,0.0021556098014116286,0.06163490598444669
0.001864450161723349,0.18431425423186484,0.0037056383048350316,0.0013815112411975862,0.17922710468583222
