step,capital
49,9998.000499750126
50,9997.839095409625
51,10006.63168598617
52,9998.247373695902
53,9980.226061331665
54,9992.553903649225
55,9992.689151515482
56,10007.388207850681
57,9970.136172029112
58,9948.170327397436
59,9958.247089009345
60,9968.437617944046
61,9968.307939107575
62,9976.956642366937
63,9983.26953541845
64,9944.867892733688
65,9949.61986629345
66,9981.356971474426
67,9975.787146111647
68,9996.632024604747
69,10040.70214403709
70,10016.608930026745
71,10022.191484600466
72,10002.155706577862
73,10001.435710583959
74,9992.281021189658
75,10002.86615566356
76,9998.84213385454
77,10016.102943891803
78,10016.257285574473
79,10025.676106095822
80,10007.071568728501
81,9965.55047378728
82,9944.283940181727
83,9952.967648771177
84,9943.207526281449
85,9956.280425918816
86,9948.128957461875
87,9964.941858389118
88,9982.652168687768
89,9983.283060205078
90,9952.316072286087
91,9971.443302877711
92,9987.810681421986
93,10007.778039935778
94,10030.264191064703
95,10050.497271856908
96,10016.72906195501
97,10001.822360366321
98,10057.036903978327
99,10062.735612601895
100,10085.360989475497
101,10118.872644449966
102,10117.174990049843
103,10113.655148828626
104,10104.397765412126
105,10086.477328326782
106,10081.059088302607
107,10048.45816667874
108,10046.448977217227
109,10042.35709772579
110,10053.938817017679
111,10123.282696913171
112,10121.258546284967
113,10120.619944768798
114,10109.39820108922
115,10102.899045335254
116,10106.206742959013
117,10132.256331168905
118,10081.116448762994
119,10120.80665259087
120,10142.992923889113
121,10123.831066740036
122,10111.25052700269
123,10087.638083988799
124,10090.656297391375
125,10086.583181975211
126,10094.167470147839
127,10101.81299069304
128,10086.363830564598
129,10110.20105064237
130,10092.155327879454
131,10060.764048268678
132,9993.624593818276
133,9991.626368331026
134,9987.364891992627
135,9957.317976508173
136,9955.327010529962
137,9948.890030334453
138,9928.767872321918
139,9893.487151815742
140,9893.487151815742
141,9892.288095618482
142,9891.237307133048
143,9903.119823455983
144,9900.759016080108
145,9902.805376295828
146,9902.419900180108
147,9901.919373987535
148,9901.919373987535
149,9901.919373987535
150,9900.74353365898
151,9884.869834955482
152,9883.372048483214
153,9885.921203984675
154,9865.588773117954
155,9893.656445317098
156,9842.303849493757
157,9826.955036913994
158,9856.498170831
159,9849.912178177401
160,9854.478236408238
161,9822.720418474764
162,9769.030762442393
163,9767.07744449734
164,9765.225093236271
165,9752.58360506202
166,9780.471525992223
167,9845.571623340915
168,9821.941252377786
169,9829.658184155418
170,9814.007180992603
171,9792.637091883711
172,9715.238526343288
173,9756.189926232704
174,9761.184137206366
175,9722.17488562835
176,9631.928758772783
177,9612.222330374529
178,9662.411446504866
179,9656.812634913898
180,9657.10161625034
181,9652.628863218975
182,9494.805243166202
183,9492.90675662058
184,9519.235561581288
185,9517.612223059661
186,9421.311559149246
187,9446.640237400818
188,9341.162094027126
189,9340.188246459096
190,9359.09895920537
191,9390.655042574508
192,9399.652398640046
193,9420.346730578272
194,9451.216572034564
195,9477.271408731118
196,9510.949216134753
197,9525.318213058164
198,9537.411993238198
199,9567.458494448761
200,9591.80069658818
201,9610.820842413616
202,9622.298434580542
203,9665.200822381172
204,9650.809620484315
205,9645.681857687981
206,9496.849057996984
207,9553.532010924724
208,9514.480599947325
209,9505.508518720611
210,9708.236630692698
211,9706.497261019676
212,9713.539588914355
213,9689.927749740345
214,9686.088833553677
215,9693.699636500554
216,9688.7795359461
217,9676.21284752941
218,9658.166771396262
219,9658.165173196188
220,9635.939803870093
221,9621.245153291673
222,9652.2782032244
223,9636.890732913995
224,9639.970464456179
225,9622.421428545978
226,9648.469692448569
227,9664.774529601327
228,9678.765972147281
229,9671.029085590088
230,9655.686364881747
231,9678.188222820609
232,9656.73478413015
233,9660.609620209043
234,9630.270189108338
235,9642.980674295153
236,9640.266930569866
237,9674.721726860567
238,9710.996873035312
239,9675.508041296871
240,9676.141727626125
241,9661.0115675276
242,9674.096830631717
243,9678.42676787036
244,9677.84608966312
245,9674.32706670956
246,9672.633077458528
247,9653.236101482673
248,9647.311134361726
249,9631.576211563926
250,9604.596236535099
251,9615.452076413672
252,9638.977185246227
253,9646.452900421986
254,9680.024872297783
255,9693.175213063018
256,9719.848639854232
257,9717.278342282316
258,9725.979783314573
259,9711.392762141186
260,9676.389903547959
261,9680.216456782875
262,9645.969963439797
263,9606.11981793722
264,9665.635459943675
265,9745.41482186727
266,9632.199643188666
267,9632.14053967387
268,9637.43589512106
269,9661.370422524671
270,9628.453758264484
271,9572.838948234512
272,9568.02121308256
273,9502.167096299574
274,9502.167096299574
275,9501.989887254109
276,9498.554331548537
277,9494.85611842498
278,9506.37683247706
279,9543.542878282808
280,9554.59306224532
281,9504.107701146228
282,9554.670120375746
283,9559.402140623019
284,9570.195242622709
285,9646.064909588484
286,9670.530402789369
287,9670.260823199034
288,9669.317526824365
289,9666.416015504616
290,9678.487484566931
291,9679.232439807947
292,9678.799781221931
293,9682.963670324956
294,9674.57321428687
295,9678.687034941313
296,9664.571790654729
297,9722.197402947182
