step,price,realized_pnl,cumulative_realized_pnl,forced_exit,exit_reason
49,97950.0078125,0.0,0.0,False,
50,98040.0,0.0,0.0,False,
51,98304.5078125,0.0,0.0,False,
52,98200.0,0.0,0.0,False,
53,98001.0,0.0,0.0,False,
54,98126.2109375,0.0,0.0,False,
55,98127.5390625,0.0,0.0,False,
56,98271.8828125,0.0,0.0,False,
79,98451.46875,1.5437279529475445,1.5437279529475445,False,
80,98268.7734375,0.0,1.5437279529475445,False,
81,97861.0390625,-4.789270754785751,-3.245542801838207,False,
82,97652.203125,-1.6930297971562132,-4.93857259899442,False,
83,97737.4765625,-1.7454417271375693,-6.684014326131989,False,
84,97641.6328125,-7.216438497782124,-13.900452823914113,False,
85,97770.0078125,0.0,-13.900452823914113,False,
86,97689.9609375,0.0,-13.900452823914113,False,
88,98028.9765625,0.0,-13.900452823914113,False,
89,98035.171875,0.0,-13.900452823914113,False,
96,98363.609375,1.288485071832005,-12.611967752082109,False,
98,98759.4296875,0.0,-12.611967752082109,False,
101,99466.09375,125.34571364659317,112.73374589451106,True,take_profit
102,99600.0,0.0,112.73374589451106,False,
103,99512.2109375,0.0,112.73374589451106,False,
104,99318.703125,0.0,112.73374589451106,False,
105,99043.4921875,0.0,112.73374589451106,False,
106,98999.9921875,0.0,112.73374589451106,False,
107,98767.9609375,-55.57671058156326,57.1570353129478,True,stop_loss
108,99259.9921875,0.0,57.1570353129478,False,
109,99157.1171875,-0.6667702307406387,56.49026508220716,False,
110,99492.5078125,0.0,56.49026508220716,False,
111,100737.03125,-19.241456618655143,37.24880846355202,True,stop_loss
113,102158.671875,0.0,37.24880846355202,False,
114,101831.953125,-1.7151287882620494,35.53367967528997,False,
116,101817.21875,-0.3288110952843226,35.204868580005645,False,
117,102127.3828125,0.0,35.204868580005645,False,
118,101611.921875,0.0,35.204868580005645,False,
121,102042.4609375,0.7700023822860658,35.97487096229171,False,
122,101915.65625,0.0,35.97487096229171,False,
123,101677.65625,0.0,35.97487096229171,False,
124,101708.078125,0.0,35.97487096229171,False,
125,101667.0234375,0.0,35.97487096229171,False,
126,101743.46875,0.0,35.97487096229171,False,
127,101820.53125,0.0,35.97487096229171,False,
128,101664.8125,0.0,35.97487096229171,False,
130,101723.1875,0.0,35.97487096229171,False,
132,100830.859375,-98.82746524278845,-62.85259428049674,True,stop_loss
133,100750.890625,0.0,-62.85259428049674,False,
134,100636.796875,0.0,-62.85259428049674,False,
135,99979.6875,-21.116409006823112,-83.96900328731985,True,stop_loss
136,97952.2578125,0.0,-83.96900328731985,False,
137,97733.578125,0.0,-83.96900328731985,False,
138,97277.3125,0.0,-83.96900328731985,False,
139,96750.859375,-60.71274930446194,-144.6817525917818,True,stop_loss
140,96451.9765625,0.0,-144.6817525917818,False,
141,96533.3515625,0.0,-144.6817525917818,False,
142,96501.21875,0.0,-144.6817525917818,False,
143,97164.0,0.0,-144.6817525917818,False,
144,96954.609375,0.0,-144.6817525917818,False,
151,95284.3125,-155.20117956236396,-299.88293215414575,True,stop_loss
152,95657.09375,0.0,-299.88293215414575,False,
153,95945.9921875,0.0,-299.88293215414575,False,
154,95432.8203125,0.0,-299.88293215414575,False,
155,95961.0234375,0.0,-299.88293215414575,False,
156,95134.921875,0.0,-299.88293215414575,False,
162,94030.8203125,-170.16090463072936,-470.0438367848751,True,stop_loss
163,94242.609375,0.0,-470.0438367848751,False,
164,94243.890625,0.0,-470.0438367848751,False,
165,93980.0,0.0,-470.0438367848751,False,
166,94468.96875,0.0,-470.0438367848751,False,
167,95290.9296875,0.0,-470.0438367848751,False,
168,95060.609375,0.0,-470.0438367848751,False,
182,91986.421875,-256.38301035060397,-726.4268471354791,True,stop_loss
183,92863.796875,0.0,-726.4268471354791,False,
184,94244.0234375,0.0,-726.4268471354791,False,
185,94250.953125,0.0,-726.4268471354791,False,
186,92693.109375,0.0,-726.4268471354791,False,
187,93020.109375,0.0,-726.4268471354791,False,
188,91909.59375,0.0,-726.4268471354791,False,
189,91903.21875,-6.069198597150148,-732.4960457326292,False,
190,92108.84375,-1.4099147475004656,-733.9059604801297,False,
191,92456.3203125,0.0,-733.9059604801297,False,
193,92775.84375,0.0,-733.9059604801297,False,
194,93102.5234375,0.0,-733.9059604801297,False,
195,93364.359375,0.0,-733.9059604801297,False,
203,95215.7265625,30.23234994852635,-703.6736105316033,False,
204,95073.953125,0.0,-703.6736105316033,False,
205,95023.4375,5.212361357264513,-698.4612491743388,False,
206,93557.2265625,-0.07816362431196922,-698.5394127986508,False,
207,94115.6328125,0.0,-698.5394127986508,False,
208,93730.921875,0.0,-698.5394127986508,False,
209,93645.046875,-0.07467257985342712,-698.6140853785042,False,
210,95793.046875,197.3586922950704,-501.25539308343383,True,take_profit
211,94861.6171875,0.0,-501.25539308343383,False,
212,95327.0625,-5.877245810442446,-507.1326388938763,False,
213,94672.046875,0.0,-507.1326388938763,False,
214,94613.2578125,-4.795539279912305,-511.9281781737886,False,
215,94767.703125,-1.7409053637380225,-513.6690835375266,False,
216,94726.109375,0.0,-513.6690835375266,False,
217,94600.6875,0.2995411283145586,-513.369542409212,False,
218,94424.2578125,0.0,-513.369542409212,False,
219,94424.2421875,0.0,-513.369542409212,False,
220,94206.953125,0.0,-513.369542409212,False,
221,94063.2890625,-1.0198494768665114,-514.3893918860786,False,
222,94366.6875,-0.17171125139259402,-514.5611031374712,False,
223,94216.25,-0.7566812810512147,-515.3177844185224,False,
224,94246.359375,0.0,-515.3177844185224,False,
225,94074.7890625,0.0,-515.3177844185224,False,
226,94329.453125,0.0,-515.3177844185224,False,
227,94488.859375,0.0,-515.3177844185224,False,
228,94625.6484375,0.0,-515.3177844185224,False,
229,94550.0078125,0.0,-515.3177844185224,False,
230,94400.0078125,0.0,-515.3177844185224,False,
232,94410.2578125,-0.8275584484493947,-516.1453428669718,False,
233,94448.140625,-0.09157592312601537,-516.2369187900978,False,
235,94275.7890625,0.0,-516.2369187900978,False,
238,94940.7578125,7.084944303603663,-509.1519744864941,False,
239,94593.796875,0.2523789724696144,-508.8995955140245,False,
240,94599.9921875,0.0,-508.8995955140245,False,
241,94452.0703125,-1.7058951161860136,-510.6054906302105,False,
242,94580.0,0.48877458958298803,-510.1167160406275,False,
243,94625.25,0.0,-510.1167160406275,False,
244,94622.3984375,0.176547110158765,-509.94016893046876,False,
245,94587.9921875,0.139747473070031,-509.8004214573987,False,
246,94571.4296875,0.0,-509.8004214573987,False,
247,94381.78125,0.0,-509.8004214573987,False,
248,94323.8515625,-0.4949171106314907,-510.2953385680302,False,
249,94170.0078125,0.0,-510.2953385680302,False,
250,93906.21875,-5.860053422659973,-516.1553919906902,False,
252,94255.1015625,0.0,-516.1553919906902,False,
253,94328.203125,0.0,-516.1553919906902,False,
265,95325.4296875,83.16996115823969,-432.9854308324505,True,stop_loss
266,94218.0078125,0.0,-432.9854308324505,False,
267,94217.4296875,-1.6324831880828015,-434.6179140205333,False,
268,94269.2265625,0.0,-434.6179140205333,False,
269,94503.34375,2.0726197337619965,-432.5452942867713,True,stop_loss
270,94181.3671875,0.0,-432.5452942867713,False,
271,93637.3671875,0.0,-432.5452942867713,False,
272,93590.2421875,0.0,-432.5452942867713,False,
273,93039.1015625,-31.895012218727175,-464.4403065054985,True,stop_loss
274,92846.7890625,0.0,-464.4403065054985,False,
275,91644.9609375,-26.254736271929687,-490.69504277742817,True,stop_loss
276,90851.21875,0.0,-490.69504277742817,False,
277,90732.0,-0.6105094940163553,-491.3055522714445,False,
278,91131.40625,-6.583777761589658,-497.8893300330342,False,
280,92123.75,2.776504448244168,-495.11282558479,False,
281,91343.203125,0.0,-495.11282558479,False,
282,91983.9609375,0.0,-495.11282558479,False,
283,92077.6484375,0.0,-495.11282558479,False,
284,92312.1796875,0.0,-495.11282558479,False,
285,93575.53125,104.32707984179001,-390.785745743,True,take_profit
286,94193.4921875,0.0,-390.785745743,False,
287,94399.9765625,0.26724530996284557,-390.51850043303716,False,
288,94536.1015625,0.0,-390.51850043303716,False,
289,94470.7734375,0.0,-390.51850043303716,False,
290,94834.5,0.0,-390.51850043303716,False,
291,94882.6484375,4.874274358823357,-385.6442260742138,False,
292,94861.3984375,7.013644012889017,-378.6305820613248,False,
293,95119.1875,7.199944948860434,-371.43063711246435,False,
294,94916.078125,2.189665561646848,-369.2409715508175,False,
296,94864.0,-0.20483819669010472,-369.4458097475076,False,
297,95488.5,2.318155548583377,-367.12765419892423,False,
298,97159.4375,-14.995759411562233,-382.12341361048647,False,
299,96697.078125,0.0,-382.12341361048647,False,
300,96548.0390625,0.0,-382.12341361048647,False,
301,95988.0,2.5800945714477734,-379.5433190390387,False,
302,96336.0,0.0,-379.5433190390387,False,
303,96293.6015625,2.1583516270499103,-377.3849674119888,False,
304,96471.6484375,0.9215477326058021,-376.463419679383,False,
305,95745.4296875,0.0,-376.463419679383,False,
307,96777.796875,0.0,-376.463419679383,False,
308,96537.796875,0.0,-376.463419679383,False,
309,96505.0390625,0.0,-376.463419679383,False,
310,96486.09375,0.0,-376.463419679383,False,
311,96691.90625,0.0,-376.463419679383,False,
312,96560.859375,0.0,-376.463419679383,False,
313,96889.359375,0.0,-376.463419679383,False,
315,96824.0625,0.0,-376.463419679383,False,
316,97317.1171875,0.0,-376.463419679383,False,
317,97189.7109375,0.0,-376.463419679383,False,
318,97029.96875,0.0,-376.463419679383,False,
326,98964.0,207.2909712094999,-169.17244846988308,True,take_profit
327,99434.40625,0.0,-169.17244846988308,False,
328,98992.421875,0.0,-169.17244846988308,False,
329,98995.578125,0.0,-169.17244846988308,False,
330,98645.6484375,0.0,-169.17244846988308,False,
331,99446.140625,0.0,-169.17244846988308,False,
332,99844.8984375,0.0,-169.17244846988308,False,
351,97618.890625,-161.07720544867277,-330.24965391855585,True,stop_loss
352,99296.171875,0.0,-330.24965391855585,False,
353,99346.390625,0.0,-330.24965391855585,False,
354,99838.5390625,0.0,-330.24965391855585,False,
355,99584.2421875,0.0,-330.24965391855585,False,
356,100417.203125,0.0,-330.24965391855585,False,
357,100343.9921875,0.0,-330.24965391855585,False,
366,101334.046875,10.872647237991885,-319.37700668056397,False,
367,101408.9921875,0.0,-319.37700668056397,False,
368,101440.5,0.0,-319.37700668056397,False,
369,102136.0078125,204.95699652881308,-114.4200101517509,True,take_profit
370,101861.2578125,0.0,-114.4200101517509,False,
371,102321.53125,3.155940294521926,-111.26406985722898,False,
372,102237.6015625,0.39436152399359514,-110.86970833323538,False,
374,102474.140625,0.0,-110.86970833323538,False,
375,103378.953125,0.0,-110.86970833323538,False,
376,104000.0,0.0,-110.86970833323538,False,
377,104972.8125,39.59418491269828,-71.2755234205371,True,take_profit
378,104125.4609375,0.0,-71.2755234205371,False,
379,104835.6796875,0.0,-71.2755234205371,False,
380,105834.9296875,3.068195785480441,-68.20732763505666,False,
381,104692.703125,0.6392827868838964,-67.56804484817276,False,
382,104604.4921875,0.6759749971392495,-66.89206985103351,False,
383,104410.390625,0.0,-66.89206985103351,False,
384,104077.4765625,-3.2931570350421424,-70.18522688607565,False,
385,104656.8671875,0.0,-70.18522688607565,False,
386,104268.140625,-0.32714305551914435,-70.5123699415948,False,
387,104327.9765625,0.0,-70.5123699415948,False,
388,103559.8203125,0.0,-70.5123699415948,False,
389,103599.2734375,0.0,-70.5123699415948,False,
390,102829.2734375,-102.43581891734597,-172.94818885894077,True,stop_loss
391,103440.390625,0.0,-172.94818885894077,False,
392,102821.75,0.0,-172.94818885894077,False,
393,103272.0,0.0,-172.94818885894077,False,
394,103159.2890625,0.0,-172.94818885894077,False,
395,103184.640625,0.0,-172.94818885894077,False,
396,103589.2890625,0.0,-172.94818885894077,False,
397,103457.34375,0.0,-172.94818885894077,False,
398,104365.8125,0.0,-172.94818885894077,False,
399,103993.03125,0.0,-172.94818885894077,False,
411,104877.9609375,2.221761490150385,-170.72642736879038,False,
412,104984.0078125,0.0,-170.72642736879038,False,
413,105032.03125,13.586454179214684,-157.1399731895757,False,
414,105116.5234375,0.0,-157.1399731895757,False,
415,105568.2890625,6.48829181405705,-150.65168137551865,False,
416,105167.1171875,0.0,-150.65168137551865,False,
419,104823.859375,12.44790352656534,-138.2037778489533,False,
420,104363.2265625,2.690652208725311,-135.513125640228,False,
421,104936.5390625,0.0,-135.513125640228,False,
422,104964.7109375,0.0,-135.513125640228,False,
428,106200.0,192.12639944839458,56.61327380816658,True,take_profit
429,106275.4921875,0.0,56.61327380816658,False,
430,103684.4375,-50.051967435993696,6.561306372172886,True,stop_loss
431,103414.0,0.0,6.561306372172886,False,
432,101331.5703125,-25.14283443639941,-18.581528064226525,True,stop_loss
433,99794.5078125,0.0,-18.581528064226525,False,
435,101926.421875,0.0,-18.581528064226525,False,
436,101891.9296875,3.058761613553081,-15.522766450673444,False,
437,102232.34375,2.9198313877953765,-12.602935062878068,False,
438,102344.203125,0.0,-12.602935062878068,False,
439,107486.5,189.2485529439193,176.64561788104123,True,take_profit
440,107120.6484375,0.0,176.64561788104123,False,
441,108320.0078125,0.0,176.64561788104123,False,
443,107964.5625,0.0,176.64561788104123,False,
444,108239.1875,4.053003008834594,180.69862088987583,False,
445,106917.59375,-11.902588656681985,168.79603223319384,False,
446,107956.3125,0.0,168.79603223319384,False,
447,107866.6484375,-0.29371824632841026,168.50231398686543,False,
448,104957.9921875,12.160021329352816,180.66233531621825,True,stop_loss
449,106670.3828125,0.0,180.66233531621825,False,
450,102963.3203125,27.786951957921417,208.44928727413966,True,take_profit
453,103647.15625,0.0,208.44928727413966,False,
455,103608.0,-0.3287854093191811,208.12050186482048,False,
456,102260.0078125,6.879656272041842,215.00015813686232,False,
457,101187.75,0.0,215.00015813686232,False,
459,102545.5625,0.0,215.00015813686232,False,
460,102936.0078125,11.959187962559184,226.9593460994215,False,
461,102344.203125,0.0,226.9593460994215,False,
462,101365.9765625,-1.3012358935034456,225.65811020591806,False,
463,102176.0390625,-0.2848445378758129,225.37326566804225,False,
464,101989.046875,0.0,225.37326566804225,False,
465,102466.8125,0.0,225.37326566804225,False,
466,102707.078125,0.0,225.37326566804225,False,
467,103160.8515625,3.0217136950718384,228.3949793631141,False,
468,103758.25,0.0,228.3949793631141,False,
469,104519.9765625,30.76525659836682,259.1602359614809,False,
470,104457.0703125,0.0,259.1602359614809,False,
471,103260.90625,0.0,259.1602359614809,False,
472,103943.0,1.4749106418119027,260.6351466032928,False,
473,104965.9921875,2.6651209032262386,263.30026750651905,False,
474,106173.2578125,0.0,263.30026750651905,False,
475,106861.1796875,14.688008544724084,277.98827605124313,False,
476,107031.34375,43.97036065403819,321.9586367052813,False,
477,106137.5078125,12.10286458018777,334.0615012854691,False,
478,106772.2265625,0.0,334.0615012854691,False,
479,105996.0078125,1.9661695634476928,336.0276708489168,False,
481,105948.0,0.0,336.0276708489168,False,
482,105799.9921875,2.1759841713856645,338.20365502030245,False,
483,105583.890625,0.0,338.20365502030245,False,
484,105600.0078125,0.0,338.20365502030245,False,
485,105578.40625,3.0945075998548077,341.29816262015726,False,
486,105689.1484375,1.0201949914153374,342.3183576115726,False,
487,105379.8125,5.958310346729263,348.27666795830186,False,
537,105500.7578125,0.0,348.27666795830186,False,
538,105146.671875,-7.636949923093198,340.63971803520866,True,take_profit
539,105416.75,0.0,340.63971803520866,False,
540,105420.1015625,0.0,340.63971803520866,False,
541,105526.578125,0.0,340.63971803520866,False,
542,105118.0703125,-5.564619237227362,335.0750987979813,True,take_profit
543,105758.0,0.0,335.0750987979813,False,
545,105645.890625,0.0,335.0750987979813,False,
547,106327.71875,0.0,335.0750987979813,False,
548,105760.9375,0.0,335.0750987979813,False,
549,104859.109375,-34.069718241649696,301.0053805563316,True,take_profit
