step,forced_exit,exit_reason,raw_action_BTC,target_weight_BTC,position_weight_BTC,risk_multiplier_BTC,raw_action_ETH,target_weight_ETH,position_weight_ETH,risk_multiplier_ETH
98,False,,0.2031189501285553,0.2339137357592031,0.2339137357592031,1.0,0.46198156476020813,1.0,1.0,1.0
99,False,,0.0926508754491806,0.1784559853415082,0.1784559853415082,1.0,0.9676815271377563,1.0,1.0,1.0
100,False,,0.7142444849014282,0.4890160035688496,0.3318937611181355,1.0,0.42013224959373474,1.0,1.0,1.0
101,True,take_profit,0.8035197854042053,0.5337088178253805,0.0,1.0,0.5843954086303711,1.0,1.0,1.0
102,True,take_profit,0.4295557141304016,0.2147778570652008,0.2,1.0,0.8880600929260254,1.0,0.0,1.0
103,False,,0.6802634000778198,0.5402718646548201,0.4001401646159102,1.0,0.16559827327728271,0.08279913663864136,0.08279913663864136,1.0
104,False,,0.20979666709899902,0.5050516752495884,0.5050516752495884,1.0,0.664175271987915,0.41486881112739615,0.2827811751334387,1.0
105,False,,0.2474510371685028,0.6288788806082358,0.6288788806082358,1.0,0.8143709897994995,0.6899529568450674,0.48276746194531767,1.0
106,False,,0.4821312129497528,0.8700160783018601,0.8289504718269838,1.0,0.7717565298080444,0.7569277930770386,0.5710495281730164,1.0
107,True,stop_loss,0.26864713430404663,0.7629248016392152,0.0,1.0,0.8622030019760132,0.8025002665008147,0.5713987655128081,1.0
108,False,,0.5073882937431335,0.2536941468715668,0.2,1.0,0.7630858421325684,0.9533153185703925,0.7717723975041084,1.0
109,False,,0.1352153718471527,0.2675874912025359,0.2675874912025359,1.0,1.0,1.0,0.9719808522219704,1.0
110,False,,0.09632721543312073,0.27658022518472625,0.27658022518472625,1.0,0.8671359419822693,1.0,0.9715833825318343,1.0
111,True,take_profit,0.7229524850845337,0.5900767569754921,0.0,1.0,0.6144897937774658,1.0,0.9713994855667747,1.0
112,False,,0.5074658989906311,0.25373294949531555,0.2,1.0,0.5316666960716248,1.0,1.0,1.0
113,False,,0.32431209087371826,0.19019763166638384,0.19019763166638384,1.0,0.8297722339630127,1.0,1.0,1.0
114,False,,0.7777842879295349,0.4169679601504398,0.22807581618567235,1.0,0.16586440801620483,1.0,1.0,1.0
115,False,,0.23793038725852966,0.1472225337765307,0.1472225337765307,1.0,0.6826391220092773,1.0,1.0,1.0
116,False,,0.5219111442565918,0.28912557581646225,0.2281700036881664,1.0,0.5745813846588135,1.0,1.0,1.0
117,False,,0.6265289187431335,0.34141678073288034,0.22815232136131358,1.0,0.479746550321579,1.0,1.0,1.0
118,False,,0.9577041268348694,0.507117145620614,0.22826508220317937,1.0,0.36790451407432556,1.0,1.0,1.0
119,False,,0.13446515798568726,0.09548072382406597,0.09548072382406597,1.0,0.8760545253753662,1.0,1.0,1.0
120,False,,0.2836991548538208,0.1701206892276304,0.1701206892276304,1.0,0.9196136593818665,1.0,1.0,1.0
121,False,,0.4412569999694824,0.24889315933390196,0.22826465934916076,1.0,0.8836649060249329,1.0,1.0,1.0
122,False,,-0.02896188013255596,0.013823654201982682,0.013823654201982682,1.0,0.8491230607032776,1.0,1.0,1.0
123,False,,-0.030707670375704765,-0.0015297859461581437,-0.0008116074249393686,0.5305365936833281,0.8385519981384277,1.0,1.0,1.0
124,False,,0.008107604458928108,0.004053802229464054,0.004053802229464054,1.0,0.987514078617096,1.0,1.0,1.0
125,False,,0.4710082709789276,0.2355041354894638,0.2,1.0,0.6067595481872559,1.0,1.0,1.0
126,False,,-0.23674611747264862,-0.11837305873632431,-0.06988294801074482,0.5903619350278758,0.740361213684082,1.0,1.0,1.0
127,False,,0.6724861264228821,0.33624306321144104,0.2,1.0,0.42797422409057617,1.0,1.0,1.0
128,False,,0.5545293688774109,0.27726468443870544,0.2,1.0,0.4221242368221283,1.0,1.0,1.0
129,False,,0.5665602087974548,0.2832801043987274,0.2,1.0,0.4581238329410553,1.0,1.0,1.0
130,False,,0.5446320176124573,0.27231600880622864,0.2,1.0,0.6845327019691467,1.0,1.0,1.0
131,False,,0.03020850010216236,0.01510425005108118,0.01510425005108118,1.0,0.8185850381851196,1.0,1.0,1.0
132,False,,0.5446208119392395,0.27231040596961975,0.2,1.0,0.792357325553894,1.0,1.0,1.0
133,False,,-0.05288918316364288,-0.02644459158182144,-0.01726413048135059,0.6528416378802504,0.691578209400177,1.0,1.0,1.0
134,False,,0.04380303621292114,0.02190151810646057,0.02190151810646057,1.0,0.49922114610671997,1.0,1.0,1.0
135,True,stop_loss,0.6124013066291809,0.30620065331459045,0.2,1.0,0.36100783944129944,1.0,0.0,1.0
136,True,stop_loss,-0.6871225833892822,-0.14342112207465746,0.0,1.0,0.6980050802230835,0.34900254011154175,0.2,1.0
137,False,,-0.5298097133636475,-0.26490485668182373,-0.09180497016527364,0.4590248508263682,0.31948137283325195,0.359720090175386,0.32176037292715587,0.8944742918591998
138,False,,-0.3543040454387665,-0.2690394390069991,-0.12260335582423912,0.4557077441015983,0.17150279879570007,0.40757871644109717,0.361254500745277,0.8863428981269809
139,True,take_profit,-0.7659193277359009,-0.5055950543036632,0.0,0.43141771880757235,0.0536116398870945,0.3880884152741324,0.3355168755032884,0.8645372093013669
140,True,stop_loss,-1.0,-0.5,-0.08429460325786384,0.42147301628931916,0.20131266117095947,0.4363040157814282,0.0,0.8501349496482553
141,False,,-1.0,-0.5843862353339883,-0.11826367924611694,0.4158558486743424,0.24339190125465393,0.12169595062732697,0.098008194362093,0.8053529625009984
142,False,,-0.8674513101577759,-0.5520298228857102,-0.13352160914164088,0.419478042218645,-0.02784789353609085,0.0840548040269019,0.0686109640000161,0.8162646358446929
143,True,stop_loss,-0.992271363735199,-0.629674750359719,0.0,0.42220445213229,0.2776745557785034,0.20745331701526284,0.16466404547691882,0.7937402392308053
144,False,,-1.0,-0.5,-0.08464882943987537,0.4232441471993768,0.8165925741195679,0.5729950125934061,0.2928491325034415,0.8029891853198792
145,False,,-1.0,-0.5847236016174155,-0.12486792352095374,0.4385583871924302,0.5548572540283203,0.5703255169677022,0.4079616636218984,0.8276815535605241
146,False,,-1.0,-0.6249170548125118,-0.14543805556538317,0.4476159481665431,0.6769267320632935,0.7464636549408656,0.5113156127832195,0.8409792266719868
147,False,,-1.0,-0.645472909879485,-0.15504298124703672,0.44878477244748954,0.3846815824508667,0.7036896137513321,0.5922750610895933,0.8416708865890549
148,False,,-0.8739303946495056,-0.5825722710317058,-0.1600852088996285,0.4632000357590131,0.13898226618766785,0.6617737344998772,0.5741815902727424,0.8676403434274543
149,False,,-0.86433345079422,-0.5922688038292709,-0.1668043936532026,0.4632141929850776,0.11702848225831985,0.6327300219714667,0.5396509110996874,0.8528928490199306
150,False,,-0.8588391542434692,-0.5892453967975083,-0.16827741886711994,0.46766354626454754,0.10837870091199875,0.5938580452830959,0.5130487541017383,0.863924902890159
151,True,take_profit,-0.5030197501182556,-0.4117890394306651,0.0,0.47537606630618795,0.10121693462133408,0.5636713008914866,0.0,0.8691063979331934
152,False,,-1.0,-0.5,-0.08742064530476883,0.4371032265238441,0.4937043786048889,0.24685218930244446,0.1664579742929571,0.8322898714647855
153,False,,-1.0,-0.5875018926979708,-0.12819961343561276,0.44590876335652574,0.5599145889282227,0.44640344596814646,0.30204667576508787,0.8242593748777899
154,False,,-0.962740421295166,-0.6096229044492483,-0.14846132975474424,0.4522775671246939,0.13788628578186035,0.3709997601254282,0.31506909582343334,0.8492433949739329
155,False,,-1.0,-0.6484833363092128,-0.15710196347648606,0.4508162861970762,0.40224841237068176,0.5162103703707035,0.4442609632913306,0.8624983433479598
156,False,,-0.5826109647750854,-0.4407875851602236,-0.1606696518966073,0.45973642318706714,0.38495662808418274,0.6367321927721912,0.564467668837509,0.8865071928905331
157,True,take_profit,-0.4007793664932251,-0.36109164657278253,0.0,0.4206932158607099,-0.1528414785861969,0.4880765472728874,0.42554012569983174,0.8718716932364893
158,False,,-0.4499902129173279,-0.22499510645866394,-0.08578557420908861,0.42892787104544305,-0.12231657654047012,0.3646452558692673,0.3268893149159084,0.8964584336539533
159,False,,-0.8284643292427063,-0.5000913663550971,-0.12260917023384647,0.4289145477571422,0.12271234393119812,0.38836245116922,0.3571625918078224,0.9196630383100476
160,False,,-0.23697839677333832,-0.24113407336328394,-0.1010287839041049,0.4189734884621576,-0.03904081881046295,0.337677585182123,0.31317076253312043,0.9274253793428869
161,False,,-0.11053387820720673,-0.1563067956109137,-0.06158661376723248,0.3940111082600452,0.07312563806772232,0.3497679046129006,0.3114856142609028,0.8905494476562508
162,True,take_profit,-1.0,-0.561593782718408,0.0,0.3845981617604498,0.3081468641757965,0.464508791726642,0.0,0.8845558028528336
163,False,,-0.670620322227478,-0.335310161113739,-0.06736938004524738,0.33684690022623687,0.037954166531562805,0.018977083265781403,0.014474086243894208,0.7627139556263216
164,False,,-0.3085157871246338,-0.2216755829478474,-0.07249149728087047,0.32701615720088223,0.04747986048460007,0.038209918046013265,0.027961410538125148,0.7317841013020068
165,False,,0.5803263783454895,0.22274284894809454,0.13158450253237705,0.9924938920143633,-0.0348299965262413,0.01054004341804108,0.00779374194430077,0.7394411612157549
166,False,,-0.029591498896479607,0.11676948827759315,0.11676948827759315,1.0,-0.023909203708171844,-0.004158105129051196,-0.0010576250415256358,0.25435264590507517
167,True,stop_loss,-0.25705504417419434,-0.011756237673699654,0.0,0.33754020875598245,0.11149486154317856,0.06357087638295972,0.049344401295321895,0.7762108075727071
168,False,,-1.0,-0.5,-0.06863556607760378,0.3431778303880189,0.6684460639953613,0.3835545669382652,0.19796630590097095,0.7939882371804519
169,False,,0.11012152582406998,-0.013633500327757953,-0.004860440925420704,0.3565071924724126,-0.02143707126379013,0.1872436567687719,0.15468550987619792,0.8261188258420942
170,False,,-0.7086023092269897,-0.3591627407373913,-0.07645848668663421,0.37322022216694917,0.5285969376564026,0.4190204251118025,0.3025578771350027,0.8529437543277048
171,False,,0.34875065088272095,0.09785327698640105,0.09785327698640105,1.0,-0.0372442752122879,0.28397163248671803,0.25045303703901856,0.8819649865932745
172,True,take_profit,0.6103135943412781,0.402998219944899,0.0,1.0,-0.25785139203071594,0.12162219679237735,0.10576269894398191,0.8696003010415165
173,False,,-0.29649096727371216,-0.14824548363685608,-0.05350366287045366,0.3609125995468225,0.5372718572616577,0.37442414977402716,0.271221439554337,0.8869584267842876
174,False,,-0.4064655005931854,-0.2567806068598367,-0.09325720298442547,0.36780907655263,0.42954114079475403,0.4859978481276801,0.425086810388946,0.9020844727758638
175,False,,-1.0,-0.5933025372404394,-0.11332389214671038,0.3863720144153112,0.7475042343139648,0.7988779401786569,0.5830509841225839,0.9326938076310571
176,True,take_profit,-0.9761347770690918,-0.6014264374150708,0.0,0.393253693981027,0.8199350237846375,0.993067359147669,0.7516235468358703,0.959805508161188
177,False,,-0.7350197434425354,-0.3675098717212677,-0.07578105893147012,0.37890529465735057,0.552020788192749,1.0,0.8914871838193734,0.9365140200657143
178,True,stop_loss,-0.6376547813415527,-0.39467409854937646,0.0,0.3837830825645018,0.28065890073776245,1.0,0.8946659462646351,0.8946659462646351
179,False,,-0.2394285798072815,-0.11971428990364075,-0.04614841777920112,0.38548796318590245,0.41877833008766174,1.0,0.9257933511488916,0.9257933511488916
180,False,,-0.10137344896793365,-0.0968661360694231,-0.037871704045103795,0.39096949235139805,0.5423834323883057,1.0,0.9214173024750476,0.9214173024750476
181,False,,-0.007738782558590174,-0.05018181387552467,-0.019875603611940674,0.39607184509595145,0.6207752227783203,1.0,0.9235855510955278,0.9235855510955278
182,True,take_profit,0.1426166594028473,0.0514311466454545,0.0,1.0,0.5781757235527039,1.0,0.9338763703208258,0.9338763703208258
183,False,,-0.7367925047874451,-0.36839625239372253,-0.07411107882753869,0.37055539413769345,0.3230803310871124,1.0,0.8276712638821974,0.8276712638821974
184,True,stop_loss,-0.8016073703765869,-0.47497626155803024,0.0,0.3654913190557187,0.37084344029426575,1.0,0.8293532600969011,0.8293532600969011
185,False,,-1.0,-0.5,-0.0680462266293859,0.34023113314692954,0.7065746784210205,1.0,0.7717831932193254,0.7717831932193254
186,True,take_profit,-0.8201863765716553,-0.4781915324032579,0.0,0.3424878921259297,0.8106849193572998,1.0,0.7500292650424037,0.771644470617866
187,False,,-1.0,-0.5,-0.06226651424798129,0.31133257123990643,0.845314621925354,1.0,0.6918204998418309,0.7280836072417717
188,True,take_profit,-0.8555436730384827,-0.4900848182221279,0.0,0.3159945939760005,0.7825638055801392,1.0,0.0,0.7542972856077956
189,False,,-1.0,-0.5,-0.060631705062156364,0.3031585253107818,0.697518527507782,0.348759263753891,0.13984267006123427,0.6992133503061713
190,False,,0.12545810639858246,0.0020474920595883947,0.0018415699367572795,0.8994271446051364,0.2554873526096344,0.2675614509973241,0.18400175505716973,0.6876990477189853
191,False,,-0.6912181973457336,-0.3456090986728668,-0.061406175631479556,0.30703087815739777,0.6153462529182434,0.4916946705155329,0.26937417799549535,0.701455900494805
192,False,,-0.5832496881484985,-0.35307825608419163,-0.0800245114059958,0.3060756055574164,0.4738262891769409,0.5063174793351204,0.3277742119994558,0.6982769176521649
193,False,,-0.2384292185306549,-0.1992574885055698,-0.06261514312641032,0.31424235844797405,0.5067915320396423,0.5811780615769994,0.381435593333638,0.7227138851464457
194,True,stop_loss,0.11474286019802094,-0.005250357727196925,0.0,0.32846679344691243,0.34750834107398987,0.5552036525730073,0.41840647338102815,0.7536090071489744
195,False,,-0.7088285088539124,-0.3544142544269562,-0.067842827051887,0.339214135259435,0.6479248404502869,0.7424448233352163,0.48123815708594825,0.778095148165923
196,False,,0.07153663039207458,-0.032126515125321414,-0.01112074405289429,0.34615469525759934,0.17883920669555664,0.5707545998167401,0.4540487635482661,0.7955236167944221
197,True,stop_loss,-0.5871756672859192,-0.3047107962495787,0.0,0.361271255340402,0.702317476272583,0.805298082995559,0.5453069448118414,0.8336250511412968
198,False,,0.4381066560745239,0.21905332803726196,0.2,1.0,0.03686629980802536,0.5637624685593877,0.488533172319225,0.8665585234284926
199,False,,0.15882298350334167,0.2793630305458908,0.2793630305458908,1.0,0.2734881043434143,0.6254030477318966,0.5419437509203515,0.8665511830902954
200,False,,-0.8874759674072266,-0.16437777751996208,0.0793602061836512,1.0,0.993533730506897,1.0,0.6668871418400243,0.8987831200021
201,False,,-0.599626362323761,-0.22042729064388006,-0.046974292820196904,0.3894593511649425,0.6740221977233887,1.0,0.7742064806417678,0.8929294649624034
202,False,,0.4360416829586029,0.17100764106416058,0.15298679958485914,1.0,0.3714839220046997,0.9601486237512118,0.8973466153920994,0.9345913676220763
203,False,,0.112419992685318,0.20917631629938355,0.20917631629938355,1.0,0.39603352546691895,1.0,0.9656067249610816,0.9656067249610816
204,False,,-0.3630192279815674,-0.02859661701721486,-0.012318003330398954,0.43075036893292823,0.842690110206604,1.0,0.9926829845546504,0.9926829845546504
205,False,,0.15682846307754517,0.06608592907576719,0.06608592907576719,1.0,0.5016772150993347,1.0,1.0,1.0
206,False,,0.8997273445129395,0.45689805710749515,0.20703438485102546,1.0,0.2466551661491394,1.0,1.0,1.0
207,False,,-0.6719545722007751,-0.32890973416652103,-0.0729347217720825,0.37803242794639663,0.9335051774978638,1.0,0.880845323410506,0.880845323410506
208,False,,-0.31387948989868164,-0.22285100898313825,-0.08139394066611347,0.3652392737080766,0.6606054306030273,1.0,0.8727871719989216,0.8727871719989216
209,False,,0.28484851121902466,0.07662811404728453,0.07457163986973038,0.9731629284744607,0.12896569073200226,0.9444721371580364,0.7561156414247541,0.8005695580389949
210,False,,0.7210089564323425,0.4350729173705529,0.268500567688747,0.9779003315737144,0.192613422870636,0.8527321208882914,0.6965364970616523,0.8168292011048791
211,False,,-0.34687742590904236,0.09503383697144446,0.08515464478443321,0.8960455296571923,1.0,1.0,0.6973275284710779,0.7776469948041038
212,False,,-0.6538280844688416,-0.2417438146916634,-0.03364461147401686,0.2929955424804536,1.0,1.0,0.7020329059209914,0.7827755575238613
213,False,,0.17739403247833252,0.05502930060312713,0.04882166907244354,0.8871940682028071,1.0,1.0,0.7205424978044567,0.80304161077629
214,False,,-0.6487904191017151,-0.2755893528417357,-0.0450596696480888,0.29802523211100684,1.0,1.0,0.7347628127202039,0.7980859503289345
215,False,,-0.10695520043373108,-0.09856872778144563,-0.03089921325112535,0.31347886846665535,1.0,1.0,0.7791426778061705,0.8333957241989927
216,False,,-0.2990283966064453,-0.18041607265524734,-0.05933031383142084,0.32885270673635425,1.0,1.0,0.8456983364585765,0.8636730915114131
217,False,,-0.6466216444969177,-0.3826643681186956,-0.09009656323174205,0.3473889779660864,1.0,1.0,0.9084032472304264,0.9084032472304264
218,False,,0.8675350546836853,0.3436415507629291,0.10987402342108649,1.0,0.7627854347229004,1.0,0.9522133211889908,0.9522133211889908
219,False,,-0.6655138731002808,-0.24063004149325595,-0.04023901057472637,0.37302171468917567,1.0,1.0,0.9525866963671694,0.9525866963671694
220,False,,0.6091406941413879,0.2643008409086839,0.15973049383798993,1.0,0.7467121481895447,1.0,0.9937500636745286,0.9937500636745286
221,False,,-0.2644297480583191,-0.08476428357221943,-0.03449742810222677,0.40698070753862803,1.0,1.0,1.0,1.0
222,False,,0.3841726779937744,0.15756481609971548,0.15756481609971548,1.0,0.8071504831314087,1.0,1.0,1.0
223,False,,-0.01983955316245556,-0.00991977658122778,-0.004311727918527198,0.43465978121792864,0.916932225227356,1.0,1.0,1.0
224,False,,-0.39115726947784424,-0.19557863473892212,-0.08926275382436615,0.45640339980654315,1.0,1.0,1.0,1.0
225,False,,0.36102497577667236,0.18051248788833618,0.18051248788833618,1.0,0.4039478600025177,1.0,1.0,1.0
226,False,,-0.5925225615501404,-0.2962612807750702,-0.09918579073799794,0.4959289536899897,1.0,1.0,1.0,1.0
227,False,,-0.33598029613494873,-0.16799014806747437,-0.08694821232463786,0.5175792350020105,0.7665987610816956,1.0,1.0,1.0
228,False,,-0.6153395771980286,-0.3076697885990143,-0.1085301869105495,0.5426509345527475,0.9138766527175903,1.0,1.0,1.0
229,False,,-0.6751546263694763,-0.33757731318473816,-0.11204892074242123,0.5602446037121062,1.0,1.0,1.0,1.0
230,False,,0.46160197257995605,0.23080098628997803,0.2,1.0,0.8933313488960266,1.0,1.0,1.0
231,False,,0.2608245015144348,0.1304122507572174,0.1304122507572174,1.0,1.0,1.0,1.0,1.0
232,False,,-0.2785855829715729,-0.13929279148578644,-0.08791221099876367,0.6311325235213935,1.0,1.0,1.0,1.0
233,False,,-0.038129791617393494,-0.019064895808696747,-0.012414374988356278,0.6511640615782054,1.0,1.0,1.0,1.0
234,False,,0.14961419999599457,0.07480709999799728,0.07480709999799728,1.0,0.8988628387451172,1.0,1.0,1.0
235,False,,0.08433954417705536,0.04216977208852768,0.04216977208852768,1.0,0.6228102445602417,1.0,1.0,1.0
236,False,,-0.11149200797080994,-0.05574600398540497,-0.038474952653621726,0.6901831504137045,0.8010308742523193,1.0,1.0,1.0
237,False,,0.45265993475914,0.22632996737957,0.2,1.0,0.0019105970859527588,1.0,1.0,1.0
238,False,,-0.11855871975421906,-0.05927935987710953,-0.042277064780523,0.7131835577875075,0.9898410439491272,1.0,1.0,1.0
239,False,,-0.1100442111492157,-0.05502210557460785,-0.0391784295719093,0.7120488967617726,1.0,1.0,1.0,1.0
240,False,,-0.10038764774799347,-0.050193823873996735,-0.03561241213299778,0.7094978900670496,0.9382667541503906,1.0,1.0,1.0
241,False,,-0.2596015930175781,-0.12980079650878906,-0.09567792616516878,0.7371135519857172,1.0,1.0,1.0,1.0
242,False,,0.40429413318634033,0.20214706659317017,0.2,1.0,0.9591547250747681,1.0,1.0,1.0
243,False,,-0.18794605135917664,-0.09397302567958832,-0.07311326349108345,0.7780239378518194,1.0,1.0,1.0,1.0
244,False,,0.8386892676353455,0.41934463381767273,0.2,1.0,0.6259757280349731,1.0,1.0,1.0
245,False,,0.4053899347782135,0.20269496738910675,0.2,1.0,0.8786212205886841,1.0,1.0,1.0
246,False,,0.353194922208786,0.176597461104393,0.176597461104393,1.0,0.9022271633148193,1.0,1.0,1.0
247,False,,-0.06446528434753418,-0.03223264217376709,-0.029160796008294725,0.9046976618015999,1.0,1.0,1.0,1.0
248,False,,-0.00980818085372448,-0.00490409042686224,-0.004510657140158293,0.9197744632625636,1.0,1.0,1.0,1.0
249,False,,-0.23911447823047638,-0.11955723911523819,-0.11405775394653438,0.9540012364838653,1.0,1.0,1.0,1.0
250,False,,-0.7534067630767822,-0.3767033815383911,-0.19236529328536017,0.9618264664268008,1.0,1.0,1.0,1.0
251,False,,0.24553775787353516,0.12276887893676758,0.12276887893676758,1.0,0.9167801737785339,1.0,1.0,1.0
252,False,,-0.5944664478302002,-0.2972332239151001,-0.18936214801880696,0.9468107400940348,1.0,1.0,1.0,1.0
253,False,,-0.18453030288219452,-0.09226515144109726,-0.08753353116633113,0.9487171461720644,0.8964092135429382,1.0,1.0,1.0
254,False,,0.15092822909355164,0.07546411454677582,0.07546411454677582,1.0,0.4405663311481476,1.0,1.0,1.0
255,False,,-0.1908872127532959,-0.09544360637664795,-0.08746321113140731,0.9163862772143406,0.9978426694869995,1.0,1.0,1.0
256,False,,0.37916308641433716,0.18958154320716858,0.18958154320716858,1.0,0.8567150831222534,1.0,1.0,1.0
257,False,,-0.800294041633606,-0.400147020816803,-0.16939423258784728,0.8469711629392364,1.0,1.0,1.0,1.0
