step,price_BTC,price_ETH,realized_pnl,cumulative_realized_pnl,forced_exit,exit_reason
172,94027.8984375,3324.739990234375,-14.467426446457523,-328.0715224579816,True,take_profit
173,94424.2421875,3340.300048828125,0.0,-328.0715224579816,False,
174,94472.578125,3328.8701171875,0.0,-328.0715224579816,False,
175,94095.03125,3316.2099609375,0.0,-328.0715224579816,False,
176,93221.59375,3288.7099609375,36.88090470996292,-291.19061774801867,True,take_profit
177,93030.8671875,3309.909912109375,0.0,-291.19061774801867,False,
178,93516.6171875,3318.10009765625,-13.580640793434839,-304.7712585414535,True,stop_loss
179,93462.4296875,3311.56005859375,0.0,-304.7712585414535,False,
181,93421.9375,3296.199951171875,-0.42947416357645807,-305.20073270502996,False,
182,91986.421875,3221.0400390625,8.420861632921287,-296.7798710721087,True,take_profit
183,92863.796875,3251.300048828125,-21.513019617937744,-318.2928906900464,False,
184,94244.0234375,3320.580078125,-33.276070242921605,-351.568960932968,True,stop_loss
185,94250.953125,3302.760009765625,-3.181235631394429,-354.75019656436245,False,
186,92693.109375,3250.47998046875,26.82127580541669,-327.92892075894576,True,take_profit
187,93020.109375,3260.159912109375,-10.346217233766765,-338.27513799271253,False,
188,91909.59375,3195.6298828125,-231.41754982536315,-569.6926878180757,True,take_profit
189,91903.21875,3195.550048828125,0.0,-569.6926878180757,False,
190,92108.84375,3207.429931640625,-5.496839146130924,-575.1895269642066,False,
191,92456.3203125,3224.239990234375,0.0,-575.1895269642066,False,
192,92552.4921875,3219.199951171875,0.0,-575.1895269642066,False,
193,92775.84375,3222.97998046875,-2.072692333418445,-577.262219297625,False,
194,93102.5234375,3237.2900390625,-13.526686933546443,-590.7889062311715,True,stop_loss
195,93364.359375,3241.469970703125,0.0,-590.7889062311715,False,
196,93696.1328125,3254.3701171875,-4.412313648592317,-595.2012198797638,False,
197,93837.6875,3254.199951171875,-1.885561735254555,-597.0867816150184,True,stop_loss
198,93956.828125,3264.179931640625,6.262087785491985,-590.8246938295264,False,
199,94252.828125,3278.389892578125,0.0,-590.8246938295264,False,
200,94492.6328125,3296.2900390625,7.108630630450193,-583.7160631990762,False,
201,94680.0078125,3296.31005859375,4.305090478749435,-579.4109727203268,False,
202,94793.078125,3302.449951171875,-2.9112126778701395,-582.3221853981969,False,
204,95073.953125,3311.64990234375,2.8244523817522804,-579.4977330164446,False,
205,95023.4375,3310.72998046875,-0.16346766604510776,-579.6612006824897,False,
207,94115.6328125,3257.010009765625,-2.5594139376169096,-582.2206146201066,False,
209,93645.046875,3247.47998046875,1.9389903999159515,-580.2816242201907,False,
210,95793.046875,3315.070068359375,8.868156645989188,-571.4134675742015,False,
211,94861.6171875,3286.669921875,-8.340436567772258,-579.7539041419737,False,
212,95327.0625,3295.659912109375,0.01890533752543888,-579.7349988044483,False,
213,94672.046875,3259.590087890625,5.551830708397915,-574.1831680960504,False,
214,94613.2578125,3264.85009765625,-0.7348510420275716,-574.918019138078,False,
215,94767.703125,3273.6201171875,-1.0422311067488863,-575.9602502448269,False,
216,94726.109375,3267.0400390625,0.0,-575.9602502448269,False,
217,94600.6875,3265.550048828125,0.0,-575.9602502448269,False,
218,94424.2578125,3245.639892578125,3.339706802158389,-572.6205434426685,False,
219,94424.2421875,3247.9599609375,-0.8518877256452697,-573.4724311683137,False,
220,94206.953125,3236.800048828125,1.4552625617116064,-572.0171686066021,False,
221,94063.2890625,3239.110107421875,-1.1043166228052996,-573.1214852294074,False,
222,94366.6875,3246.0,-4.0378870612761375,-577.1593722906836,False,
275,91644.9609375,3118.610107421875,-415.06232772001124,-992.2217000106948,True,stop_loss
276,90851.21875,3057.159912109375,17.46874000133994,-974.7529600093549,True,take_profit
277,90732.0,3046.9599609375,0.0,-974.7529600093549,False,
278,91131.40625,3060.050048828125,-10.660827142059247,-985.4137871514141,True,stop_loss
279,91833.03125,3034.409912109375,-4.90029161648863,-990.3140787679027,False,
280,92123.75,3049.0,0.0,-990.3140787679027,False,
282,91983.9609375,3020.7900390625,2.7152659203044323,-987.5988128475983,False,
284,92312.1796875,3025.070068359375,-14.343291962243597,-1001.9421048098419,True,stop_loss
285,93575.53125,3091.360107421875,0.0,-1001.9421048098419,False,
286,94193.4921875,3114.389892578125,-13.156317344248237,-1015.0984221540901,True,stop_loss
287,94399.9765625,3131.9599609375,0.0,-1015.0984221540901,False,
288,94536.1015625,3137.510009765625,0.0,-1015.0984221540901,False,
289,94470.7734375,3134.300048828125,0.0,-1015.0984221540901,False,
290,94834.5,3139.52001953125,-9.56552115506372,-1024.6639433091539,False,
291,94882.6484375,3157.360107421875,-3.7630684260691396,-1028.427011735223,False,
292,94861.3984375,3158.8701171875,-0.8867202396393168,-1029.3137319748623,False,
293,95119.1875,3172.9599609375,52.30236341788327,-977.011368556979,True,stop_loss
294,94916.078125,3161.989990234375,0.0,-977.011368556979,False,
295,95031.9375,3183.909912109375,0.0,-977.011368556979,False,
296,94864.0,3171.530029296875,0.0,-977.011368556979,False,
297,95488.5,3183.780029296875,-23.68233446293368,-1000.6937030199127,True,stop_loss
298,97159.4375,3243.889892578125,0.0,-1000.6937030199127,False,
299,96697.078125,3235.31005859375,0.0,-1000.6937030199127,False,
300,96548.0390625,3217.6201171875,9.090188297489703,-991.603514722423,False,
301,95988.0,3183.320068359375,8.905888563949816,-982.6976261584732,True,take_profit
302,96336.0,3208.699951171875,0.5205468880872104,-982.177079270386,False,
303,96293.6015625,3191.56005859375,-0.42250288809077574,-982.5995821584768,False,
304,96471.6484375,3199.449951171875,-0.8773338262082007,-983.476915984685,False,
305,95745.4296875,3191.1298828125,8.84866243774161,-974.6282535469434,False,
306,96527.9609375,3212.60009765625,-2.454910770971992,-977.0831643179154,False,
307,96777.796875,3225.010009765625,1.9971441477769076,-975.0860201701385,True,stop_loss
308,96537.796875,3214.3798828125,0.0,-975.0860201701385,False,
309,96505.0390625,3222.43994140625,0.0,-975.0860201701385,False,
310,96486.09375,3216.0400390625,-1.206029587692683,-976.2920497578311,False,
311,96691.90625,3235.409912109375,0.0,-976.2920497578311,False,
312,96560.859375,3225.6298828125,-1.5666961513045408,-977.8587459091357,False,
313,96889.359375,3221.7900390625,0.0,-977.8587459091357,False,
314,97349.6171875,3230.330078125,-12.31146956719715,-990.1702154763328,True,stop_loss
326,98964.0,3298.93994140625,268.8778962311035,-721.2923192452294,True,take_profit
327,99434.40625,3329.47998046875,6.377096681455328,-714.915222563774,False,
328,98992.421875,3334.469970703125,-0.08526389881853902,-715.0004864625926,False,
329,98995.578125,3339.489990234375,-2.3652107424761653,-717.3656972050687,False,
330,98645.6484375,3325.81005859375,0.0,-717.3656972050687,False,
331,99446.140625,3372.31005859375,4.361569691559225,-713.0041275135095,False,
332,99844.8984375,3434.989990234375,215.11091143615283,-497.89321607735667,True,take_profit
333,99566.3984375,3434.010009765625,2.0892842370495828,-495.8039318403071,False,
334,99672.0,3432.409912109375,-4.354951042404764,-500.15888288271185,False,
335,99713.4609375,3430.780029296875,0.0,-500.15888288271185,False,
336,100497.3515625,3451.52001953125,0.0,-500.15888288271185,False,
337,99869.2578125,3398.820068359375,-1.0025134788758123,-501.16139636158766,False,
338,100082.3515625,3403.3701171875,0.16047454323972943,-501.00092181834793,False,
339,99637.7734375,3384.830078125,0.0,-501.00092181834793,False,
340,99478.03125,3363.3798828125,-127.8107703893154,-628.8116922076633,True,stop_loss
341,99610.0,3375.0400390625,-4.4601050729440885,-633.2717972806074,False,
342,99382.109375,3368.389892578125,0.0,-633.2717972806074,False,
343,99801.2265625,3380.780029296875,-2.698388856560541,-635.970186137168,False,
344,99799.9921875,3384.300048828125,0.0,-635.970186137168,False,
345,98955.796875,3316.199951171875,-120.95976496535923,-756.9299511025272,True,stop_loss
346,99152.9296875,3336.22998046875,0.8034004737900204,-756.1265506287372,False,
347,99214.25,3334.050048828125,0.0,-756.1265506287372,False,
348,99158.7109375,3351.27001953125,-2.4369103051658385,-758.563460933903,False,
349,99392.09375,3357.5,0.3337201151997533,-758.2297408187032,False,
350,99084.0390625,3328.610107421875,5.127038938451278,-753.102701880252,False,
351,97618.890625,3277.139892578125,-179.97563450847122,-933.0783363887232,True,stop_loss
352,99296.171875,3333.0400390625,0.0,-933.0783363887232,False,
353,99346.390625,3340.409912109375,0.0,-933.0783363887232,False,
354,99838.5390625,3343.860107421875,-19.644354805578928,-952.7226911943021,True,stop_loss
355,99584.2421875,3325.969970703125,0.0,-952.7226911943021,False,
356,100417.203125,3344.81005859375,12.927687581882083,-939.79500361242,False,
357,100343.9921875,3337.330078125,0.0,-939.79500361242,False,
358,100156.9765625,3320.080078125,1.1346112454000377,-938.66039236702,False,
359,99838.25,3297.6201171875,0.0,-938.66039236702,False,
360,99987.296875,3308.050048828125,-2.4928692244859576,-941.153261591506,False,
361,100120.578125,3313.679931640625,0.0,-941.153261591506,False,
362,101659.796875,3386.31005859375,-63.27246911604914,-1004.4257307075551,True,stop_loss
363,101100.0,3373.300048828125,5.531718838942652,-998.8940118686124,False,
364,101051.7265625,3361.010009765625,0.5233292269321055,-998.3706826416803,False,
365,101481.2890625,3371.070068359375,0.0,-998.3706826416803,False,
366,101334.046875,3366.7099609375,-2.6243371352113627,-1000.9950197768917,False,
367,101408.9921875,3367.43994140625,-3.780025729198087,-1004.7750455060898,False,
369,102136.0078125,3407.330078125,2.7869685555103842,-1001.9880769505794,True,stop_loss
381,104692.703125,3514.81005859375,446.8809565191483,-555.1071204314311,True,take_profit
382,104604.4921875,3473.580078125,-0.755268359257002,-555.8623887906881,False,
383,104410.390625,3470.2099609375,-3.165440983662279,-559.0278297743504,False,
384,104077.4765625,3473.6298828125,2.1985710137859087,-556.8292587605645,False,
385,104656.8671875,3487.7099609375,0.0,-556.8292587605645,False,
387,104327.9765625,3451.360107421875,-1.4921718457496809,-558.3214306063142,False,
388,103559.8203125,3384.070068359375,-190.53124701143702,-748.8526776177512,True,stop_loss
389,103599.2734375,3365.68994140625,-8.918981300011978,-757.7716589177631,False,
390,102829.2734375,3294.0,-29.171205077403556,-786.9428639951667,True,stop_loss
391,103440.390625,3313.52001953125,0.0,-786.9428639951667,False,
392,102821.75,3287.6298828125,11.243616154885899,-775.6992478402808,False,
393,103272.0,3293.2099609375,2.77943242341712,-772.9198154168637,False,
394,103159.2890625,3270.969970703125,-6.058771024354996,-778.9785864412187,False,
395,103184.640625,3267.10009765625,-4.2559415529525495,-783.2345279941712,False,
396,103589.2890625,3311.6201171875,3.4571167936719576,-779.7774112004993,False,
397,103457.34375,3289.89990234375,-3.4742610335653126,-783.2516722340646,False,
398,104365.8125,3323.3798828125,1.0484401773217087,-782.2032320567429,True,stop_loss
399,103993.03125,3297.5,0.0,-782.2032320567429,False,
400,104568.9609375,3307.070068359375,-14.8654052150099,-797.0686372717528,True,stop_loss
401,103253.65625,3253.889892578125,-13.748893174789941,-810.8175304465427,False,
402,103826.15625,3258.199951171875,8.052842780585479,-802.7646876659572,False,
403,104084.7421875,3264.780029296875,-3.708960081676878,-806.4736477476341,False,
404,104382.0078125,3290.199951171875,-0.8667540562763634,-807.3404018039105,False,
405,104035.421875,3266.02001953125,-4.674870065221171,-812.0152718691317,False,
406,103889.2890625,3274.719970703125,-4.9228012024465215,-816.9380730715782,False,
407,104291.296875,3280.4599609375,-0.24089013240723034,-817.1789632039854,False,
408,104556.2265625,3307.7099609375,-6.108949896966578,-823.287913100952,False,
409,104108.0,3316.300048828125,-5.787424972985264,-829.0753380739372,False,
410,104486.828125,3353.300048828125,0.0,-829.0753380739372,False,
411,104877.9609375,3353.409912109375,4.340336288239655,-824.7350017856976,False,
412,104984.0078125,3335.469970703125,9.808587014122509,-814.9264147715751,False,
413,105032.03125,3283.510009765625,-0.16356788588086602,-815.089982657456,False,
414,105116.5234375,3299.909912109375,0.6853267076614884,-814.4046559497945,False,
415,105568.2890625,3283.43994140625,0.0,-814.4046559497945,False,
416,105167.1171875,3276.06005859375,0.0,-814.4046559497945,False,
417,104428.2421875,3221.89990234375,-116.72898516096711,-931.1336411107616,True,stop_loss
418,105299.8125,3226.0,6.5013499792851235,-924.6322911314764,False,
419,104823.859375,3174.699951171875,-5.517684627142216,-930.1499757586187,False,
420,104363.2265625,3149.969970703125,-27.603913653305653,-957.7538894119243,True,stop_loss
421,104936.5390625,3205.89990234375,0.0,-957.7538894119243,False,
422,104964.7109375,3276.989990234375,0.0,-957.7538894119243,False,
423,105160.0,3381.159912109375,54.15114754363651,-903.6027418682878,True,take_profit
424,104936.3515625,3383.679931640625,0.0,-903.6027418682878,False,
425,104963.109375,3410.739990234375,1.293740947829292,-902.3090009204585,False,
426,105115.796875,3442.389892578125,0.0,-902.3090009204585,False,
427,105042.8984375,3432.72998046875,0.0,-902.3090009204585,False,
428,106200.0,3418.919921875,0.0,-902.3090009204585,False,
429,106275.4921875,3377.669921875,0.0,-902.3090009204585,False,
430,103684.4375,3233.0,-127.52961122907107,-1029.8386121495296,True,stop_loss
431,103414.0,3266.64990234375,0.0,-1029.8386121495296,False,
432,101331.5703125,3215.1201171875,-301.950044209864,-1331.7886563593936,True,stop_loss
433,99794.5078125,3170.89990234375,0.0,-1331.7886563593936,False,
434,100692.8203125,3201.010009765625,-5.124789698199493,-1336.913446057593,True,stop_loss
435,101926.421875,3245.070068359375,0.0,-1336.913446057593,False,
436,101891.9296875,3272.340087890625,0.0,-1336.913446057593,False,
437,102232.34375,3270.72998046875,0.0,-1336.913446057593,False,
438,102344.203125,3291.330078125,8.205605168383954,-1328.7078408892091,False,
439,107486.5,3416.010009765625,46.165747235996605,-1282.5420936532125,True,stop_loss
440,107120.6484375,3382.590087890625,0.0,-1282.5420936532125,False,
441,108320.0078125,3392.429931640625,-3.3510304551796253,-1285.8931241083922,True,stop_loss
442,108132.046875,3364.0,0.0,-1285.8931241083922,False,
444,108239.1875,3375.429931640625,-1.241576323229765,-1287.134700431622,False,
445,106917.59375,3304.02001953125,-1.1445360364323278,-1288.2792364680543,False,
446,107956.3125,3342.989990234375,-4.956586105010047,-1293.2358225730643,False,
447,107866.6484375,3359.39990234375,0.0,-1293.2358225730643,False,
448,104957.9921875,3335.89990234375,14.558008518527458,-1278.6778140545368,True,take_profit
449,106670.3828125,3379.969970703125,0.4556364119130194,-1278.2221776426238,False,
450,102963.3203125,3292.929931640625,-24.1790015679544,-1302.4011792105782,True,stop_loss
451,103930.65625,3330.530029296875,-7.432380820410799,-1309.833560030989,False,
452,103691.6328125,3343.5,-1.2293477378757416,-1311.0629077688648,False,
453,103647.15625,3320.239990234375,-5.102524128090863,-1316.1654318969556,False,
454,102596.0,3284.9599609375,-7.959656878784699,-1324.1250887757403,False,
455,103608.0,3318.489990234375,0.0,-1324.1250887757403,False,
456,102260.0078125,3284.0,0.0,-1324.1250887757403,False,
460,102936.0078125,3262.60009765625,-2.68520251648647,-1326.8102912922268,False,
461,102344.203125,3247.14990234375,-3.993838624754062,-1330.8041299169809,False,
462,101365.9765625,3225.1298828125,0.0,-1330.8041299169809,False,
463,102176.0390625,3241.989990234375,-2.1961197920188624,-1333.0002497089997,False,
464,101989.046875,3254.699951171875,-5.8057899557868495,-1338.8060396647866,False,
465,102466.8125,3254.139892578125,0.39427293285507403,-1338.4117667319315,False,
466,102707.078125,3276.659912109375,-0.6407744817392995,-1339.0525412136708,False,
467,103160.8515625,3303.110107421875,3.6495728066793163,-1335.4029684069915,False,
468,103758.25,3305.070068359375,0.0,-1335.4029684069915,False,
469,104519.9765625,3307.18994140625,-12.716484367269686,-1348.1194527742612,False,
470,104457.0703125,3309.679931640625,0.0,-1348.1194527742612,False,
471,103260.90625,3289.409912109375,-0.4185557875587165,-1348.5380085618199,False,
472,103943.0,3295.10009765625,1.7421134593298575,-1346.79589510249,False,
473,104965.9921875,3313.85009765625,0.0,-1346.79589510249,False,
474,106173.2578125,3351.0,19.921111485280107,-1326.87478361721,False,
475,106861.1796875,3345.760009765625,0.0,-1326.87478361721,False,
476,107031.34375,3332.159912109375,-3.024390623132149,-1329.899174240342,False,
477,106137.5078125,3314.389892578125,-2.6513038908119597,-1332.550478131154,False,
478,106772.2265625,3331.89990234375,0.0,-1332.550478131154,False,
479,105996.0078125,3333.739990234375,0.0,-1332.550478131154,False,
480,106143.8203125,3327.5400390625,1.1312028029033172,-1331.4192753282507,False,
481,105948.0,3361.5400390625,0.0,-1331.4192753282507,False,
482,105799.9921875,3328.840087890625,-1.7697042503114062,-1333.188979578562,False,
483,105583.890625,3343.77001953125,0.0,-1333.188979578562,False,
484,105600.0078125,3330.97998046875,-0.7581123069899149,-1333.947091885552,False,
485,105578.40625,3331.9599609375,0.0,-1333.947091885552,False,
486,105689.1484375,3318.5,0.0,-1333.947091885552,False,
489,105270.03125,3299.56005859375,-7.7546268052251435,-1341.7017186907772,False,
490,104984.828125,3298.550048828125,0.0,-1341.7017186907772,False,
493,105275.859375,3316.969970703125,0.10487161185187688,-1341.5968470789253,False,
494,104073.9375,3284.14990234375,11.709641883111999,-1329.8872051958133,False,
503,103866.7890625,3238.889892578125,-3.1326436638439645,-1333.0198488596573,False,
504,103706.65625,3242.60009765625,-0.3734075565309922,-1333.3932564161883,False,
505,103307.5078125,3253.6201171875,1.177927267411178,-1332.215329148777,False,
518,102512.28125,3233.989990234375,-5.724422513094851,-1337.939751661872,False,
519,105213.5,3275.550048828125,0.0,-1337.939751661872,False,
520,105263.5234375,3259.330078125,0.0,-1337.939751661872,False,
521,105139.1796875,3254.719970703125,-16.967886412202915,-1354.9076380740748,False,
522,105927.78125,3265.85009765625,-15.757692754465552,-1370.6653308285404,False,
524,103770.0390625,3204.97998046875,-16.162315003117556,-1386.827645831658,False,
525,103284.4765625,3247.179931640625,-6.924176357333408,-1393.7518221889914,False,
526,103079.078125,3248.56005859375,-14.404024074759718,-1408.155846263751,False,
527,103978.8203125,3322.360107421875,-6.179537437203635,-1414.3353837009547,False,
528,103910.34375,3338.2099609375,-0.1200896611094322,-1414.4554733620641,False,
530,103234.296875,3298.489990234375,-1.7217476192254253,-1416.1772209812896,False,
531,103016.0078125,3285.409912109375,3.4296837463070915,-1412.7475372349825,False,
532,103891.75,3302.260009765625,0.0,-1412.7475372349825,False,
533,104631.9921875,3333.39990234375,0.0,-1412.7475372349825,False,
534,105222.1484375,3409.9599609375,0.0,-1412.7475372349825,False,
535,104991.0078125,3386.39990234375,3.5807845204335536,-1409.166752714549,False,
536,105046.796875,3380.800048828125,2.7815826069538616,-1406.385170107595,False,
537,105500.7578125,3401.300048828125,-17.331664989104183,-1423.7168350966992,False,
538,105146.671875,3401.389892578125,-3.723384972852955,-1427.4402200695522,False,
539,105416.75,3413.39990234375,0.0,-1427.4402200695522,False,
540,105420.1015625,3399.219970703125,-0.6148599017114975,-1428.0550799712637,False,
541,105526.578125,3404.0,-0.019042298382601075,-1428.0741222696463,False,
542,105118.0703125,3394.989990234375,0.0,-1428.0741222696463,False,
544,105859.9765625,3383.68994140625,3.3262745979182,-1424.747847671728,False,
553,104419.59375,3273.969970703125,-14.105160745370313,-1438.8530084170984,False,
554,104738.0,3294.5400390625,-2.07541347638562,-1440.928421893484,False,
555,104559.5390625,3295.0,0.5415601247766517,-1440.3868617687074,False,
558,104365.96875,3296.510009765625,-1.680479843525518,-1442.067341612233,False,
559,104308.0,3292.510009765625,-0.2829678616030833,-1442.350309473836,False,
560,104385.9765625,3291.530029296875,-1.0537330729719088,-1443.404042546808,False,
562,104366.6328125,3283.68994140625,-4.211491595412554,-1447.6155341422204,False,
563,104540.0,3295.530029296875,0.28562279755510644,-1447.3299113446653,False,
566,104717.0390625,3307.830078125,-1.4826618683439392,-1448.8125732130093,False,
567,104600.0078125,3315.85009765625,-1.2897357533163358,-1450.1023089663256,False,
604,101395.640625,3183.60009765625,-5.319686894624283,-1455.42199586095,False,
605,100410.0390625,3157.139892578125,-397.2610795365131,-1852.683075397463,True,take_profit
606,100374.078125,3140.93994140625,0.0,-1852.683075397463,False,
607,98956.3203125,3084.050048828125,29.22104219433095,-1823.462033203132,True,take_profit
608,99048.0234375,3070.800048828125,0.0,-1823.462033203132,False,
609,99043.7734375,3066.010009765625,-1.2544395521072147,-1824.7164727552392,False,
610,99424.3828125,3080.5,0.0,-1824.7164727552392,False,
611,98392.7421875,3038.389892578125,0.0,-1824.7164727552392,False,
612,98761.1328125,3058.93994140625,-4.539961829447293,-1829.2564345846865,True,stop_loss
613,100619.6796875,3103.1298828125,-49.96169520149829,-1879.2181297861848,True,stop_loss
614,100483.9921875,3099.320068359375,0.0,-1879.2181297861848,False,
615,101920.890625,3137.510009765625,-25.379278249064555,-1904.5974080352494,True,stop_loss
616,101112.03125,3133.39990234375,0.0,-1904.5974080352494,False,
617,99744.0,3084.0,18.29733110876873,-1886.3000769264806,True,take_profit
618,99150.0078125,3072.699951171875,-3.9601914088516423,-1890.2602683353323,False,
619,99180.0,3054.820068359375,-17.01691025480568,-1907.277178590138,False,
620,99700.0234375,3075.929931640625,-7.047808495198296,-1914.3249870853363,False,
621,101386.5,3145.3798828125,-41.001823890198466,-1955.3268109755347,True,stop_loss
622,101349.671875,3159.25,0.0,-1955.3268109755347,False,
623,101637.1796875,3170.949951171875,-5.149634374643483,-1960.4764453501782,False,
624,102082.828125,3182.43994140625,0.0,-1960.4764453501782,False,
625,101856.0078125,3167.280029296875,0.0,-1960.4764453501782,False,
626,101382.671875,3166.679931640625,0.0,-1960.4764453501782,False,
627,102402.0078125,3192.830078125,-10.570246106615969,-1971.0466914567942,False,
628,102636.3203125,3203.14990234375,1.1853714087396838,-1969.8613200480545,True,stop_loss
629,102901.453125,3212.3701171875,0.0,-1969.8613200480545,False,
630,103014.59375,3212.949951171875,0.0,-1969.8613200480545,False,
631,102744.3828125,3195.0,0.0,-1969.8613200480545,False,
632,102789.71875,3196.219970703125,-2.4639851276390345,-1972.3253051756935,False,
633,102851.2265625,3198.39990234375,0.0,-1972.3253051756935,False,
638,102597.359375,3175.360107421875,-3.2707106113123245,-1975.5960157870059,False,
642,102572.8203125,3167.6201171875,-5.392618239126023,-1980.9886340261319,False,
643,102205.7890625,3144.06005859375,0.0,-1980.9886340261319,False,
644,102424.2421875,3147.31005859375,0.0,-1980.9886340261319,False,
645,101264.4765625,3095.419921875,16.375541663169315,-1964.6130923629626,True,take_profit
646,100334.0078125,3053.510009765625,-19.30717627806098,-1983.9202686410235,False,
647,101265.6328125,3084.159912109375,-19.16900784437894,-2003.0892764854025,True,stop_loss
648,101335.5234375,3077.719970703125,-2.91368504363777,-2006.0029615290402,False,
649,101702.59375,3110.139892578125,-2.560155696998663,-2008.563117226039,False,
650,101845.0234375,3110.780029296875,-3.574735280076311,-2012.1378525061152,True,stop_loss
651,101795.3984375,3114.10009765625,0.0,-2012.1378525061152,False,
652,102038.203125,3130.429931640625,0.0,-2012.1378525061152,False,
653,102001.0625,3124.330078125,1.411070863280429,-2010.7267816428348,False,
654,102262.0,3131.0,0.274019063222795,-2010.452762579612,False,
655,102801.640625,3147.320068359375,-2.106836223010305,-2012.5595988026223,False,
656,102755.8203125,3156.889892578125,0.0,-2012.5595988026223,False,
657,102732.03125,3147.510009765625,0.0,-2012.5595988026223,False,
658,102334.3984375,3130.320068359375,0.0,-2012.5595988026223,False,
659,102547.0078125,3137.699951171875,0.0,-2012.5595988026223,False,
661,102229.8515625,3118.699951171875,2.716902067419369,-2009.842696735203,False,
662,101836.2265625,3102.5,0.0,-2009.842696735203,False,
663,102029.9296875,3096.6201171875,0.0,-2009.842696735203,False,
664,101980.78125,3101.1201171875,1.5549706470596902,-2008.2877260881432,False,
669,104193.9296875,3136.56005859375,-7.935684234766086,-2016.2234103229093,False,
670,103741.109375,3140.610107421875,-3.9242928727135222,-2020.1477031956229,False,
