step,raw_action,target_weight,position_weight,risk_multiplier,forced_exit,exit_reason
49,0.16492189466953278,0.08246094733476639,0.08246094733476639,1.0,False,
50,0.12193582952022552,0.1433944474977279,0.1433944474977279,1.0,False,
51,0.05852299928665161,0.1726342421354605,0.1726342421354605,1.0,False,
52,-0.5505066514015198,-0.1026285486387001,-0.01905649004511219,0.6961218211195339,False,
53,-0.016945336014032364,-0.008472668007016182,-0.006094436699980154,0.7193055003374823,False,
54,0.2724493145942688,0.1362246572971344,0.1362246572971344,1.0,False,
55,-0.035836897790431976,0.11825667588683564,0.11825667588683564,1.0,False,
56,0.3175535798072815,0.2949535068086695,0.2949535068086695,1.0,False,
57,0.1273818165063858,0.358611916699794,0.358611916699794,1.0,False,
58,1.0,0.8586028117466084,0.5586028117466084,1.0,False,
59,1.0,1.0,0.7586145865040874,1.0,False,
60,0.09651535749435425,0.806923945984574,0.806923945984574,1.0,False,
61,-1.0,0.3069387029886904,0.6069387029886903,1.0,False,
62,-0.6327275037765503,0.2906963315340946,0.4070600834223697,1.0,False,
63,-0.2169819325208664,0.2986506093167683,0.2986506093167683,1.0,False,
64,0.18300284445285797,0.39018447344989543,0.39018447344989543,1.0,False,
65,0.6647136211395264,0.7225311602882583,0.590174349718495,1.0,False,
66,0.34496378898620605,0.7626742929073138,0.7626742929073138,1.0,False,
67,-0.8225410580635071,0.3514488860924063,0.5627194151241599,1.0,False,
68,-0.024082332849502563,0.5507907300866549,0.5507907300866549,1.0,False,
69,-0.40935543179512024,0.3586677142621125,0.36334543015967263,1.0,False,
70,-0.8134704828262329,-0.04331675269771096,0.16341848871540549,1.0,False,
71,-0.07749846577644348,0.12470184707816184,0.12470184707816184,1.0,False,
72,-0.16002719104290009,0.04469309213732786,0.04469309213732786,1.0,False,
73,-0.24814504384994507,-0.07937586409495434,-0.07177310386673456,0.90421823667803,False,
74,-0.08664560317993164,-0.11514894219396317,-0.10673742030502155,0.9269509408538656,False,
75,-0.11933183670043945,-0.16643093254869176,-0.15669355779214075,0.9414929988828717,False,
76,-0.17832288146018982,-0.24590097279358075,-0.24301785803897163,0.9882753015498262,False,
77,-0.1517871916294098,-0.31901137220646947,-0.31901137220646947,1.0,False,
78,-0.3356282114982605,-0.4869278625292058,-0.4869278625292058,1.0,False,
79,-0.10385316610336304,-0.5391592026490035,-0.5391592026490035,1.0,False,
80,-0.060215745121240616,-0.5693664676094573,-0.5693664676094573,1.0,False,
81,-0.14722923934459686,-0.643047774695863,-0.643047774695863,1.0,False,
82,-0.4113822877407074,-0.8489178435051868,-0.8432266996348332,1.0,False,
83,-0.535239577293396,-1.0,-1.0,1.0,False,
84,-0.4377419948577881,-1.0,-1.0,1.0,False,
85,-0.2927010953426361,-1.0,-1.0,1.0,False,
86,0.07026100158691406,-0.9666952237030395,-0.9666952237030395,1.0,False,
87,0.09822793304920197,-0.9176644220857918,-0.9176644220857918,1.0,False,
88,0.4773164987564087,-0.6791437809051535,-0.7060275305145005,0.9835964524031657,False,
89,0.7942538261413574,-0.3093163832290371,-0.4737199657413692,0.9353859932643263,False,
90,1.0,0.025981939098686402,-0.2539720213828523,0.9268440939530596,False,
91,0.41286665201187134,-0.0476872748686657,-0.04947659494782731,0.9141915305498121,False,
92,0.6102870106697083,0.2556394361494688,0.15049593081461474,1.0,False,
93,0.7780734896659851,0.5395002572772741,0.3504635124442816,1.0,False,
94,1.0,0.8504336698079603,0.5504336698079604,1.0,False,
95,0.014547520317137241,0.5577175153473628,0.5577175153473628,1.0,False,
96,0.0793592631816864,0.5906220010145263,0.5906220010145263,1.0,False,
97,0.33351027965545654,0.757380816451622,0.757380816451622,1.0,False,
98,-0.3754693269729614,0.5696891825524923,0.5696891825524923,1.0,False,
99,-0.9499349594116211,0.09482922208388223,0.36979670178969276,1.0,False,
100,-0.5607882142066956,0.08947660167992932,0.1698707087832771,1.0,False,
101,-0.5875027179718018,-0.12384658880419347,0.0,0.7344473570391694,True,take_profit
102,-0.44714874029159546,-0.22357437014579773,-0.14720171084141734,0.7360085542070867,False,
103,0.4164169132709503,0.06087453477132787,0.05266607813585272,1.0,False,
104,0.6488063931465149,0.3770666553552477,0.25266345878199026,1.0,False,
105,0.1816018670797348,0.3434149284871511,0.0,1.0,True,take_profit
106,0.02759656310081482,0.01379828155040741,0.01379828155040741,1.0,False,
107,-0.14862479269504547,-0.07431239634752274,-0.05509281792562462,0.7413678017861577,False,
108,-0.5711812973022461,-0.3407192294547709,0.0,0.7512580286673542,True,stop_loss
109,-0.36198121309280396,-0.18099060654640198,-0.1310926491707291,0.7243063696630015,False,
