step,capital
49,10000.0
50,10000.0
51,10000.0
52,10000.0
53,10000.0
54,10000.0
55,10000.0
56,10000.0
57,10000.0
58,10000.0
59,10000.0
60,10000.0
61,10000.0
62,10000.0
63,10000.0
64,10000.0
65,10000.0
66,10000.0
67,10000.0
68,10000.0
69,10000.0
70,10000.0
71,10000.0
72,10000.0
73,10000.0
74,9999.873886978949
75,9999.88126553018
76,9999.88126553018
77,9999.88126553018
78,9999.88126553018
79,9999.88126553018
80,9999.88126553018
81,9999.88126553018
82,9999.88126553018
83,9999.88126553018
84,9999.603481222623
85,9999.690598259676
86,9999.690598259676
87,9999.690598259676
88,9999.690598259676
89,9999.690598259676
90,9999.690598259676
91,9999.690598259676
92,9999.690598259676
93,9999.690598259676
94,9999.690598259676
95,9999.690598259676
96,9999.690598259676
97,9999.690598259676
98,9999.690598259676
99,9999.690598259676
100,9999.690598259676
101,9999.690598259676
102,9999.690598259676
103,9999.690598259676
104,9999.690598259676
105,9999.690598259676
106,9999.690598259676
107,9999.690598259676
108,9999.690598259676
109,9999.690598259676
110,9999.690598259676
111,9999.690598259676
112,9999.690598259676
113,9999.690598259676
114,9999.690598259676
115,9999.690598259676
116,9999.690598259676
117,9999.690598259676
118,9999.690598259676
119,9999.690598259676
120,9999.690598259676
121,9999.690598259676
122,9999.690598259676
123,9999.690598259676
124,9999.690598259676
125,9999.441935576056
126,9999.267087598637
127,9999.118689337487
128,9999.118689337487
129,9999.118689337487
130,9999.118689337487
131,9999.118689337487
132,9999.118689337487
133,9999.118689337487
134,9999.118689337487
135,9999.118689337487
136,9999.118689337487
137,9999.118689337487
138,9999.118689337487
139,9999.118689337487
140,9999.118689337487
141,9999.118689337487
142,9999.118689337487
143,9999.118689337487
144,9999.118689337487
145,9999.118689337487
146,9999.118689337487
147,9999.118689337487
148,9998.548952521282
149,9996.50342469866
150,9996.50342469866
151,9996.50342469866
152,9996.50342469866
153,9996.50342469866
154,9996.50342469866
155,9996.50342469866
156,9996.50342469866
157,9996.50342469866
158,9996.50342469866
159,9996.50342469866
160,9996.50342469866
161,9996.50342469866
162,9996.50342469866
163,9996.50342469866
164,9996.50342469866
165,9996.50342469866
166,9996.50342469866
167,9996.50342469866
168,9996.50342469866
169,9995.904583198348
170,9994.95133258597
171,9993.053463560202
172,9993.053463560202
173,9993.053463560202
174,9993.053463560202
175,9993.053463560202
176,9993.053463560202
177,9993.053463560202
178,9993.053463560202
179,9993.053463560202
180,9993.053463560202
181,9993.053463560202
182,9991.978173200814
183,10001.146824751606
184,10001.146824751606
185,10001.146824751606
186,10001.146824751606
187,10001.146824751606
188,10001.146824751606
189,10001.146824751606
190,10001.146824751606
191,10001.146824751606
192,10001.146824751606
193,10001.146824751606
194,10001.146824751606
195,10001.146824751606
196,10001.146824751606
197,10001.146824751606
198,10001.146824751606
199,10001.146824751606
200,10001.146824751606
201,10001.146824751606
202,10001.146824751606
203,10001.146824751606
204,10001.146824751606
205,10001.146824751606
206,10000.736023144853
207,10002.774276425009
208,10002.774276425009
209,10002.774276425009
210,10002.774276425009
211,10002.774276425009
212,10002.774276425009
213,10002.774276425009
214,10002.774276425009
215,10002.774276425009
216,10002.774276425009
217,10002.774276425009
218,10002.774276425009
219,10002.774276425009
220,10002.623941900796
221,10002.24471127796
222,10002.24471127796
223,10002.24471127796
224,10002.24471127796
225,10002.24471127796
226,10002.24471127796
227,10002.24471127796
228,10002.24471127796
229,10002.24471127796
230,10002.24471127796
231,10002.015236518693
232,10001.247890164765
233,10000.955842166833
234,10000.955842166833
235,10000.955842166833
236,10000.955842166833
237,10000.955842166833
238,10000.955842166833
239,10000.955842166833
240,10000.955842166833
241,10000.955842166833
242,10000.955842166833
243,10000.955842166833
244,10000.955842166833
245,9999.91370969788
246,9999.256249168497
247,9997.554867070245
248,9997.554867070245
249,9997.554867070245
250,9997.554867070245
251,9997.554867070245
252,9997.554867070245
253,9997.554867070245
254,9997.554867070245
255,9997.554867070245
256,9997.554867070245
257,9997.554867070245
258,9997.554867070245
259,9997.554867070245
260,9997.554867070245
261,9997.554867070245
262,9997.430050560213
263,9996.790289506604
264,9996.790289506604
265,9996.790289506604
266,9996.790289506604
267,9996.790289506604
268,9996.790289506604
269,9996.790289506604
270,9996.790289506604
271,9996.290901738683
272,9995.503085326138
273,9988.376504074135
274,9988.376504074135
275,9988.376504074135
276,9988.376504074135
277,9988.376504074135
278,9988.376504074135
279,9988.376504074135
280,9988.376504074135
281,9988.376504074135
282,9988.376504074135
283,9988.376504074135
284,9988.376504074135
285,9988.376504074135
286,9988.376504074135
287,9988.376504074135
288,9988.376504074135
289,9988.376504074135
290,9988.376504074135
291,9988.376504074135
292,9987.805296711877
293,9988.784710760123
294,9988.784710760123
295,9988.784710760123
296,9988.784710760123
297,9988.784710760123
298,9988.784710760123
299,9988.784710760123
300,9988.784710760123
301,9988.784710760123
302,9988.784710760123
303,9988.784710760123
304,9988.784710760123
305,9988.784710760123
306,9988.784710760123
307,9988.784710760123
308,9988.784710760123
309,9988.784710760123
310,9988.784710760123
311,9988.784710760123
312,9988.784710760123
313,9988.784710760123
314,9988.784710760123
315,9988.784710760123
316,9988.784710760123
317,9988.784710760123
318,9988.784710760123
319,9988.784710760123
320,9988.784710760123
321,9988.784710760123
322,9988.784710760123
323,9988.784710760123
324,9988.784710760123
325,9988.784710760123
326,9988.784710760123
327,9988.784710760123
328,9988.784710760123
329,9988.784710760123
330,9988.784710760123
331,9988.784710760123
332,9988.784710760123
333,9988.784710760123
334,9988.784710760123
335,9988.784710760123
336,9988.784710760123
337,9988.784710760123
338,9988.784710760123
339,9988.784710760123
340,9988.784710760123
341,9988.784710760123
342,9988.784710760123
343,9988.784710760123
344,9988.784710760123
345,9988.059082548501
346,9988.77755667666
347,9988.77755667666
348,9988.77755667666
349,9988.77755667666
350,9988.77755667666
351,9988.77755667666
352,9988.77755667666
353,9988.77755667666
354,9988.77755667666
355,9988.77755667666
356,9988.77755667666
357,9988.77755667666
358,9988.77755667666
359,9988.77755667666
360,9988.77755667666
361,9988.77755667666
362,9988.77755667666
363,9988.77755667666
364,9988.77755667666
365,9988.77755667666
366,9988.77755667666
367,9988.77755667666
368,9988.77755667666
369,9988.77755667666
370,9988.77755667666
371,9988.77755667666
372,9988.77755667666
373,9988.77755667666
374,9988.77755667666
375,9988.77755667666
376,9988.77755667666
377,9988.77755667666
378,9988.77755667666
379,9988.77755667666
380,9988.77755667666
381,9988.77755667666
382,9988.77755667666
383,9988.77755667666
384,9988.77755667666
385,9988.77755667666
386,9988.77755667666
387,9988.77755667666
388,9988.77755667666
389,9988.77755667666
390,9988.77755667666
391,9988.77755667666
392,9988.77755667666
393,9988.77755667666
394,9988.77755667666
395,9988.77755667666
396,9988.77755667666
397,9988.77755667666
398,9988.77755667666
399,9988.77755667666
400,9988.77755667666
401,9988.77755667666
402,9988.77755667666
403,9988.77755667666
404,9988.77755667666
405,9988.77755667666
406,9988.77755667666
407,9988.77755667666
408,9988.77755667666
409,9988.77755667666
410,9988.77755667666
411,9988.77755667666
412,9988.77755667666
413,9988.77755667666
414,9988.77755667666
415,9988.77755667666
416,9988.77755667666
417,9988.77755667666
418,9988.77755667666
419,9988.77755667666
420,9988.77755667666
421,9988.77755667666
422,9988.77755667666
423,9988.77755667666
424,9988.77755667666
425,9988.77755667666
426,9988.77755667666
427,9988.77755667666
428,9988.77755667666
429,9988.77755667666
430,9988.77755667666
431,9988.77755667666
432,9988.77755667666
433,9988.77755667666
434,9988.77755667666
435,9988.77755667666
436,9988.77755667666
437,9988.77755667666
438,9988.77755667666
439,9988.77755667666
440,9988.77755667666
441,9988.77755667666
442,9988.77755667666
443,9988.77755667666
444,9988.77755667666
445,9988.77755667666
446,9988.77755667666
447,9988.77755667666
448,9988.77755667666
449,9988.77755667666
450,9988.77755667666
451,9988.77755667666
452,9988.77755667666
453,9988.77755667666
454,9988.77755667666
455,9988.77755667666
456,9988.77755667666
457,9988.77755667666
458,9988.77755667666
459,9988.77755667666
460,9988.77755667666
461,9988.77755667666
462,9988.77755667666
463,9988.77755667666
464,9988.77755667666
465,9988.77755667666
466,9988.77755667666
467,9988.77755667666
