step,raw_action,target_weight,position_weight,risk_multiplier,forced_exit,exit_reason
49,-0.8038581609725952,0.0,0.0,1.0,False,
50,-0.9675363898277283,0.0,0.0,1.0,False,
51,-0.6497898697853088,0.0,0.0,1.0,False,
52,-0.8167228698730469,0.0,0.0,1.0,False,
53,-0.3417755663394928,0.0,0.0,1.0,False,
54,-0.25233080983161926,0.0,0.0,1.0,False,
55,-0.35022270679473877,0.0,0.0,1.0,False,
56,-0.488521546125412,0.0,0.0,1.0,False,
57,-0.7910119295120239,0.0,0.0,1.0,False,
58,-0.6515610814094543,0.0,0.0,1.0,False,
59,-0.3375946581363678,0.0,0.0,1.0,False,
60,-0.1390765756368637,0.0,0.0,1.0,False,
61,-0.24569343030452728,0.0,0.0,1.0,False,
62,-0.0998137965798378,0.0,0.0,1.0,False,
63,-0.12782150506973267,0.0,0.0,1.0,False,
64,-0.12805694341659546,0.0,0.0,1.0,False,
65,-0.36089953780174255,0.0,0.0,1.0,False,
66,-0.22284671664237976,0.0,0.0,1.0,False,
67,-0.19337229430675507,0.0,0.0,1.0,False,
68,-0.10342933982610703,0.0,0.0,1.0,False,
69,-0.03601778298616409,0.0,0.0,1.0,False,
70,-0.12955342233181,0.0,0.0,1.0,False,
71,-0.26702648401260376,0.0,0.0,1.0,False,
72,-0.010941455140709877,0.0,0.0,1.0,False,
73,-0.147633895277977,0.0,0.0,1.0,False,
74,0.02522890828549862,0.01261445414274931,0.01261445414274931,1.0,False,
75,-0.19448690116405487,0.0,0.0,1.0,False,
76,-0.7581976652145386,0.0,0.0,1.0,False,
77,-1.0,0.0,0.0,1.0,False,
78,-1.0,0.0,0.0,1.0,False,
79,-1.0,0.0,0.0,1.0,False,
80,-1.0,0.0,0.0,1.0,False,
81,-1.0,0.0,0.0,1.0,False,
82,-1.0,0.0,0.0,1.0,False,
83,-0.5347293615341187,0.0,0.0,1.0,False,
84,0.055571407079696655,0.027785703539848328,0.027785703539848328,1.0,False,
85,-0.05605575442314148,0.0,0.0,1.0,False,
86,-1.0,0.0,0.0,1.0,False,
87,-1.0,0.0,0.0,1.0,False,
88,-1.0,0.0,0.0,1.0,False,
89,-0.9199509024620056,0.0,0.0,1.0,False,
90,-0.5468077063560486,0.0,0.0,1.0,False,
91,-0.357168048620224,0.0,0.0,1.0,False,
92,-0.10397735238075256,0.0,0.0,1.0,False,
93,-0.45340484380722046,0.0,0.0,1.0,False,
94,-0.6249052286148071,0.0,0.0,1.0,False,
95,-1.0,0.0,0.0,1.0,False,
96,-1.0,0.0,0.0,1.0,False,
97,-0.8264713287353516,0.0,0.0,1.0,False,
98,-0.13335014879703522,0.0,0.0,1.0,False,
99,-0.002953493967652321,0.0,0.0,1.0,False,
100,-0.2629210352897644,0.0,0.0,1.0,False,
101,-0.2444973737001419,0.0,0.0,1.0,False,
102,-0.661934494972229,0.0,0.0,1.0,False,
103,-0.6789535284042358,0.0,0.0,1.0,False,
104,-0.30128130316734314,0.0,0.0,1.0,False,
105,-0.1977866142988205,0.0,0.0,1.0,False,
106,-0.22722773253917694,0.0,0.0,1.0,False,
107,-0.06637052446603775,0.0,0.0,1.0,False,
108,-0.25025954842567444,0.0,0.0,1.0,False,
109,-0.32208743691444397,0.0,0.0,1.0,False,
110,-0.33078259229660034,0.0,0.0,1.0,False,
111,-0.3122817575931549,0.0,0.0,1.0,False,
112,-0.9192402362823486,0.0,0.0,1.0,False,
113,-1.0,0.0,0.0,1.0,False,
114,-1.0,0.0,0.0,1.0,False,
115,-1.0,0.0,0.0,1.0,False,
116,-0.8042392730712891,0.0,0.0,1.0,False,
117,-0.33953404426574707,0.0,0.0,1.0,False,
118,-0.5727235078811646,0.0,0.0,1.0,False,
119,-0.6319857239723206,0.0,0.0,1.0,False,
120,-0.36391326785087585,0.0,0.0,1.0,False,
121,-0.31755462288856506,0.0,0.0,1.0,False,
122,-0.2948245704174042,0.0,0.0,1.0,False,
123,-0.1202257052063942,0.0,0.0,1.0,False,
124,-0.10008493065834045,0.0,0.0,1.0,False,
125,0.04974650591611862,0.02487325295805931,0.02487325295805931,1.0,False,
126,0.07241228967905045,0.061067585616697534,0.061067585616697534,1.0,False,
127,-0.4166034162044525,0.0,0.0,1.0,False,
128,-1.0,0.0,0.0,1.0,False,
129,-1.0,0.0,0.0,1.0,False,
130,-1.0,0.0,0.0,1.0,False,
131,-0.8438213467597961,0.0,0.0,1.0,False,
132,-0.6961274743080139,0.0,0.0,1.0,False,
133,-0.49226102232933044,0.0,0.0,1.0,False,
134,-0.8753034472465515,0.0,0.0,1.0,False,
135,-0.9727733731269836,0.0,0.0,1.0,False,
136,-1.0,0.0,0.0,1.0,False,
137,-1.0,0.0,0.0,1.0,False,
138,-1.0,0.0,0.0,1.0,False,
139,-1.0,0.0,0.0,1.0,False,
140,-1.0,0.0,0.0,1.0,False,
141,-1.0,0.0,0.0,1.0,False,
142,-1.0,0.0,0.0,1.0,False,
143,-0.9182454347610474,0.0,0.0,1.0,False,
144,-0.550552248954773,0.0,0.0,1.0,False,
145,-0.4013020098209381,0.0,0.0,1.0,False,
146,-0.11194813996553421,0.0,0.0,1.0,False,
147,-0.049771182239055634,0.0,0.0,1.0,False,
148,0.11398588865995407,0.056992944329977036,0.056992944329977036,1.0,False,
149,-0.11425884813070297,0.0,0.0,1.0,False,
150,-0.561676561832428,0.0,0.0,1.0,False,
151,-0.5332551002502441,0.0,0.0,1.0,False,
152,-0.48492661118507385,0.0,0.0,1.0,False,
153,-0.606154203414917,0.0,0.0,1.0,False,
154,-0.41496556997299194,0.0,0.0,1.0,False,
155,-0.22068040072917938,0.0,0.0,1.0,False,
156,-0.10244505852460861,0.0,0.0,1.0,False,
157,-0.4035052955150604,0.0,0.0,1.0,False,
158,-0.42768117785453796,0.0,0.0,1.0,False,
159,-0.34849995374679565,0.0,0.0,1.0,False,
160,-0.6974970102310181,0.0,0.0,1.0,False,
161,-1.0,0.0,0.0,1.0,False,
162,-1.0,0.0,0.0,1.0,False,
163,-1.0,0.0,0.0,1.0,False,
164,-1.0,0.0,0.0,0.9810484716026466,False,
165,-1.0,0.0,0.0,0.9924938920143633,False,
166,-0.7804450988769531,0.0,0.0,1.0,False,
167,-0.38925132155418396,0.0,0.0,1.0,False,
168,-0.05986396223306656,0.0,0.0,1.0,False,
169,0.11984013766050339,0.059920068830251694,0.059920068830251694,1.0,False,
170,0.010685881599783897,0.06523665250682698,0.06523665250682698,1.0,False,
171,-0.3162035644054413,0.0,0.0,1.0,False,
172,-1.0,0.0,0.0,1.0,False,
173,-1.0,0.0,0.0,1.0,False,
174,-0.9882634878158569,0.0,0.0,1.0,False,
175,-0.6729620695114136,0.0,0.0,1.0,False,
176,-0.12156080454587936,0.0,0.0,1.0,False,
177,-0.3253955841064453,0.0,0.0,1.0,False,
178,-1.0,0.0,0.0,1.0,False,
179,-0.8795175552368164,0.0,0.0,1.0,False,
180,-0.5352168083190918,0.0,0.0,1.0,False,
181,-0.08260644972324371,0.0,0.0,1.0,False,
